,Unnamed: 0,date,index,day_index,ticker,close,volume,vwap,change
0,59863,3/15/2018,59863,0,HSIC,67.99,1492302,67.918,0.0
1,59864,3/16/2018,59864,0,HSIC,68.05,1986015,68.1344,0.060000000000002274
2,59865,3/19/2018,59865,0,HSIC,67.83,3767298,67.4842,-0.21999999999999886
3,59866,3/20/2018,59866,0,HSIC,65.72,2440576,65.9327,-2.1099999999999994
4,59867,3/21/2018,59867,0,HSIC,65.67,898603,65.8411,-0.04999999999999716
5,59868,3/22/2018,59868,0,HSIC,65.93,2325746,66.0622,0.2600000000000051
6,59869,3/23/2018,59869,0,HSIC,64.59,1721869,65.3953,-1.3400000000000034
7,59870,3/26/2018,59870,0,HSIC,65.54,1589046,65.1401,0.9500000000000028
8,59871,3/27/2018,59871,0,HSIC,65.08,1576843,65.3602,-0.46000000000000796
9,59872,3/28/2018,59872,0,HSIC,66.27,1734067,66.2697,1.1899999999999977
10,59873,3/29/2018,59873,0,HSIC,67.21,1338356,67.26899999999999,0.9399999999999977
11,59874,4/2/2018,59874,0,HSIC,65.83,1682215,65.9522,-1.3799999999999955
12,59875,4/3/2018,59875,0,HSIC,66.84,907969,66.3522,1.0100000000000051
13,59876,4/4/2018,59876,0,HSIC,68.51,2024518,68.215,1.6700000000000017
14,59877,4/5/2018,59877,0,HSIC,67.82,1353002,67.9422,-0.6900000000000119
15,59878,4/6/2018,59878,0,HSIC,66.78,1286116,66.8681,-1.039999999999992
16,59879,4/9/2018,59879,0,HSIC,66.87,1156504,67.2938,0.09000000000000341
17,59880,4/10/2018,59880,0,HSIC,69.34,2505177,69.5877,2.469999999999999
18,59881,4/11/2018,59881,0,HSIC,69.07,1101358,69.0607,-0.27000000000001023
19,59882,4/12/2018,59882,0,HSIC,69.72,1762833,69.7095,0.6500000000000057
20,59883,4/13/2018,59883,0,HSIC,68.98,984118,69.028,-0.7399999999999949
21,59884,4/16/2018,59884,0,HSIC,69.94,1272073,70.0278,0.9599999999999937
22,59885,4/17/2018,59885,0,HSIC,71.02,844882,70.8348,1.0799999999999983
23,59886,4/18/2018,59886,0,HSIC,70.93,1116577,70.9553,-0.0899999999999892
24,59887,4/19/2018,59887,0,HSIC,69.75,1030967,69.7871,-1.1800000000000068
25,59888,4/20/2018,59888,0,HSIC,69.07,1154884,69.1542,-0.6800000000000068
26,59889,4/23/2018,59889,0,HSIC,73.79,3539540,73.3733,4.720000000000013
27,59890,4/24/2018,59890,0,HSIC,73.83,3571848,73.9756,0.03999999999999204
28,59891,4/25/2018,59891,0,HSIC,74.49,1793952,73.9426,0.6599999999999966
29,59892,4/26/2018,59892,0,HSIC,76.25,1539085,75.7469,1.7600000000000051
30,59893,4/27/2018,59893,0,HSIC,76.8,1465320,76.5103,0.5499999999999972
31,59894,4/30/2018,59894,0,HSIC,76.0,1653262,76.1963,-0.7999999999999972
32,59895,5/1/2018,59895,0,HSIC,76.87,1461274,76.295,0.8700000000000045
33,59896,5/2/2018,59896,0,HSIC,76.59,2189081,76.5607,-0.28000000000000114
34,59897,5/3/2018,59897,0,HSIC,75.02,2008037,74.9888,-1.5700000000000074
35,59898,5/4/2018,59898,0,HSIC,75.55,1516935,75.3324,0.5300000000000011
36,59899,5/7/2018,59899,0,HSIC,76.27,3042533,76.2434,0.7199999999999989
37,59900,5/8/2018,59900,0,HSIC,71.08,4149395,72.6409,-5.189999999999998
38,59901,5/9/2018,59901,0,HSIC,71.58,1961919,71.2735,0.5
39,59902,5/10/2018,59902,0,HSIC,72.62,1284779,72.544,1.0400000000000063
40,59903,5/11/2018,59903,0,HSIC,72.94,1155418,72.8766,0.3199999999999932
41,59904,5/14/2018,59904,0,HSIC,73.32,1219275,72.9882,0.37999999999999545
42,59905,5/15/2018,59905,0,HSIC,72.45,1174659,72.4279,-0.8699999999999903
43,59906,5/16/2018,59906,0,HSIC,72.4,913349,72.4934,-0.04999999999999716
44,59907,5/17/2018,59907,0,HSIC,72.28,1162570,72.0853,-0.12000000000000455
45,59908,5/18/2018,59908,0,HSIC,71.94,1242638,72.0957,-0.3400000000000034
46,59909,5/21/2018,59909,0,HSIC,71.46,1023124,71.6099,-0.480000000000004
47,59910,5/22/2018,59910,0,HSIC,71.3,857456,71.3458,-0.1599999999999966
48,59911,5/23/2018,59911,0,HSIC,70.62,1419031,70.4004,-0.6799999999999926
49,59912,5/24/2018,59912,0,HSIC,70.51,906807,70.4244,-0.10999999999999943
50,59913,5/25/2018,59913,0,HSIC,70.43,858600,70.7326,-0.0799999999999983
51,59914,5/29/2018,59914,0,HSIC,70.0,1433949,69.7489,-0.4300000000000068
52,59915,5/30/2018,59915,0,HSIC,71.6,1855954,71.1738,1.5999999999999943
53,59916,5/31/2018,59916,0,HSIC,69.2,3588757,69.5177,-2.3999999999999915
54,59917,6/1/2018,59917,0,HSIC,69.53,1046197,69.5802,0.3299999999999983
55,59918,6/4/2018,59918,0,HSIC,70.24,884303,70.2741,0.7099999999999937
56,59919,6/5/2018,59919,0,HSIC,70.33,1203599,70.4325,0.09000000000000341
57,59920,6/6/2018,59920,0,HSIC,71.18,1078867,71.1685,0.8500000000000085
58,59921,6/7/2018,59921,0,HSIC,71.19,1067848,71.3294,0.009999999999990905
59,59922,6/8/2018,59922,0,HSIC,72.12,1045507,71.8684,0.9300000000000068
60,59923,6/11/2018,59923,0,HSIC,72.8,1076304,73.102,0.6799999999999926
61,59924,6/12/2018,59924,0,HSIC,72.97,826222,72.8382,0.1700000000000017
62,59925,6/13/2018,59925,0,HSIC,72.33,931639,72.7631,-0.6400000000000006
63,59926,6/14/2018,59926,0,HSIC,72.88,965799,72.6693,0.5499999999999972
64,59927,6/15/2018,59927,0,HSIC,73.29,1669149,72.9394,0.4100000000000108
65,59928,6/18/2018,59928,0,HSIC,72.9,960911,72.8866,-0.39000000000000057
66,59929,6/19/2018,59929,0,HSIC,72.4,949386,72.3911,-0.5
67,59930,6/20/2018,59930,0,HSIC,71.91,1110149,72.1805,-0.4900000000000091
68,59931,6/21/2018,59931,0,HSIC,72.06,1526604,72.1876,0.15000000000000568
69,59932,6/22/2018,59932,0,HSIC,74.69,4315908,74.1414,2.6299999999999955
70,59933,6/25/2018,59933,0,HSIC,74.54,1804328,74.5757,-0.14999999999999147
71,59934,6/26/2018,59934,0,HSIC,74.86,1754236,75.062,0.3199999999999932
72,59935,6/27/2018,59935,0,HSIC,73.8,1544612,74.4419,-1.0600000000000023
73,59936,6/28/2018,59936,0,HSIC,72.66,1728111,72.1241,-1.1400000000000006
74,59937,6/29/2018,59937,0,HSIC,72.64,1388997,72.7405,-0.01999999999999602
75,59938,7/2/2018,59938,0,HSIC,73.34,1233871,72.8415,0.7000000000000028
76,59939,7/3/2018,59939,0,HSIC,74.02,600242,74.1141,0.6799999999999926
77,59940,7/5/2018,59940,0,HSIC,74.99,1344518,74.7691,0.9699999999999989
78,59941,7/6/2018,59941,0,HSIC,75.8,985071,75.7946,0.8100000000000023
79,59942,7/9/2018,59942,0,HSIC,76.31,3041492,76.8514,0.5100000000000051
80,59943,7/10/2018,59943,0,HSIC,75.86,1002540,75.858,-0.45000000000000284
81,59944,7/11/2018,59944,0,HSIC,74.59,1246737,74.6895,-1.269999999999996
82,59945,7/12/2018,59945,0,HSIC,74.78,891468,74.8029,0.18999999999999773
83,59946,7/13/2018,59946,0,HSIC,74.86,684663,75.0332,0.0799999999999983
84,59947,7/16/2018,59947,0,HSIC,74.08,691475,74.2328,-0.7800000000000011
85,59948,7/17/2018,59948,0,HSIC,74.67,656916,74.4389,0.5900000000000034
86,59949,7/18/2018,59949,0,HSIC,73.74,922714,73.8056,-0.9300000000000068
87,59950,7/19/2018,59950,0,HSIC,74.78,1469776,74.6597,1.0400000000000063
88,59951,7/20/2018,59951,0,HSIC,75.31,721119,75.1229,0.5300000000000011
89,59952,7/23/2018,59952,0,HSIC,76.62,990181,76.4799,1.3100000000000023
90,59953,7/24/2018,59953,0,HSIC,76.82,859972,76.9541,0.19999999999998863
91,59954,7/25/2018,59954,0,HSIC,77.14,697889,76.8696,0.3200000000000074
92,59955,7/26/2018,59955,0,HSIC,77.13,690859,77.1752,-0.010000000000005116
93,59956,7/27/2018,59956,0,HSIC,77.58,840315,77.4476,0.45000000000000284
94,59957,7/30/2018,59957,0,HSIC,79.1,1475085,78.8949,1.519999999999996
95,59958,7/31/2018,59958,0,HSIC,79.41,1465015,79.2377,0.3100000000000023
96,59959,8/1/2018,59959,0,HSIC,78.61,1039455,78.9109,-0.7999999999999972
97,59960,8/2/2018,59960,0,HSIC,78.81,672917,78.4382,0.20000000000000284
98,59961,8/3/2018,59961,0,HSIC,80.23,2425704,79.7118,1.4200000000000017
99,59962,8/6/2018,59962,0,HSIC,82.17,3364208,83.5708,1.9399999999999977
100,59963,8/7/2018,59963,0,HSIC,79.8,2028834,79.3731,-2.3700000000000045
101,59964,8/8/2018,59964,0,HSIC,78.8,1077355,78.8431,-1.0
102,59965,8/9/2018,59965,0,HSIC,78.53,1114637,78.5485,-0.269999999999996
103,59966,8/10/2018,59966,0,HSIC,77.37,1029660,77.4653,-1.1599999999999966
104,59967,8/13/2018,59967,0,HSIC,77.82,1118078,77.7757,0.44999999999998863
105,59968,8/14/2018,59968,0,HSIC,78.25,1337770,78.2511,0.4300000000000068
106,59969,8/15/2018,59969,0,HSIC,78.45,1295318,78.0783,0.20000000000000284
107,59970,8/16/2018,59970,0,HSIC,79.17,865814,79.123,0.7199999999999989
108,59971,8/17/2018,59971,0,HSIC,80.34,1510496,80.2488,1.1700000000000017
109,59972,8/20/2018,59972,0,HSIC,81.67,914146,81.5055,1.3299999999999983
110,59973,8/21/2018,59973,0,HSIC,81.96,742683,81.8817,0.28999999999999204
111,59974,8/22/2018,59974,0,HSIC,81.93,1157433,82.1598,-0.029999999999986926
112,59975,8/23/2018,59975,0,HSIC,81.35,583251,81.3756,-0.5800000000000125
113,59976,8/24/2018,59976,0,HSIC,81.15,961174,81.0648,-0.19999999999998863
114,59977,8/27/2018,59977,0,HSIC,81.16,936493,81.2968,0.009999999999990905
115,59978,8/28/2018,59978,0,HSIC,80.72,1166890,80.7408,-0.4399999999999977
116,59979,8/29/2018,59979,0,HSIC,81.1,1107808,81.0738,0.37999999999999545
117,59980,8/30/2018,59980,0,HSIC,77.0,2349492,77.4243,-4.099999999999994
118,59981,8/31/2018,59981,0,HSIC,77.68,1388082,77.479,0.6800000000000068
119,59982,9/4/2018,59982,0,HSIC,77.89,1200376,77.8006,0.20999999999999375
120,59983,9/5/2018,59983,0,HSIC,80.65,2030612,79.7846,2.760000000000005
121,59984,9/6/2018,59984,0,HSIC,80.54,1510834,80.6862,-0.10999999999999943
122,59985,9/7/2018,59985,0,HSIC,80.18,1158591,80.4045,-0.35999999999999943
123,59986,9/10/2018,59986,0,HSIC,80.04,440632,80.1307,-0.14000000000000057
124,59987,9/11/2018,59987,0,HSIC,80.96,801879,80.7359,0.9199999999999875
125,59988,9/12/2018,59988,0,HSIC,82.87,1022291,82.4686,1.9100000000000108
126,59989,9/13/2018,59989,0,HSIC,83.18,878585,83.1028,0.3100000000000023
127,59990,9/14/2018,59990,0,HSIC,83.39,889934,83.3355,0.20999999999999375
128,59991,9/17/2018,59991,0,HSIC,84.39,873741,84.5127,1.0
129,59992,9/18/2018,59992,0,HSIC,84.32,1043481,84.0896,-0.07000000000000739
130,59993,9/19/2018,59993,0,HSIC,84.48,725227,84.5268,0.1600000000000108
131,59994,9/20/2018,59994,0,HSIC,85.88,959091,85.6466,1.3999999999999915
132,59995,9/21/2018,59995,0,HSIC,85.67,1614191,85.9567,-0.20999999999999375
133,59996,9/24/2018,59996,0,HSIC,83.67,1260732,83.5597,-2.0
134,59997,9/25/2018,59997,0,HSIC,84.34,842783,84.1443,0.6700000000000017
135,59998,9/26/2018,59998,0,HSIC,84.92,2466793,85.3627,0.5799999999999983
136,59999,9/27/2018,59999,0,HSIC,85.21,944631,85.4399,0.28999999999999204
137,60000,9/28/2018,60000,0,HSIC,85.03,1133376,84.8201,-0.1799999999999926
138,60001,10/1/2018,60001,0,HSIC,86.9,1947046,86.8632,1.8700000000000045
139,60002,10/2/2018,60002,0,HSIC,86.26,1217919,86.4561,-0.6400000000000006
140,60003,10/3/2018,60003,0,HSIC,86.73,939369,86.6366,0.46999999999999886
141,60004,10/4/2018,60004,0,HSIC,87.25,1136682,86.7698,0.519999999999996
142,60005,10/5/2018,60005,0,HSIC,88.44,2898188,88.9316,1.1899999999999977
143,60006,10/8/2018,60006,0,HSIC,86.97,3078461,87.1926,-1.4699999999999989
144,60007,10/9/2018,60007,0,HSIC,87.8,1064535,87.7255,0.8299999999999983
145,60008,10/10/2018,60008,0,HSIC,86.36,1795251,87.1781,-1.4399999999999977
146,60009,10/11/2018,60009,0,HSIC,83.54,1760103,84.7877,-2.819999999999993
147,60010,10/12/2018,60010,0,HSIC,83.95,1596174,83.5678,0.4099999999999966
148,60011,10/15/2018,60011,0,HSIC,84.75,1386608,84.8542,0.7999999999999972
149,60012,10/16/2018,60012,0,HSIC,85.07,2375024,84.9437,0.3199999999999932
150,60013,10/17/2018,60013,0,HSIC,86.47,1360570,86.4311,1.4000000000000057
151,60014,10/18/2018,60014,0,HSIC,83.29,2441316,83.3366,-3.1799999999999926
152,60015,10/19/2018,60015,0,HSIC,82.51,1337183,83.009,-0.7800000000000011
153,60016,10/22/2018,60016,0,HSIC,82.04,987689,82.212,-0.46999999999999886
154,60017,10/23/2018,60017,0,HSIC,81.73,1285223,81.1939,-0.3100000000000023
155,60018,10/24/2018,60018,0,HSIC,80.03,1098206,81.0109,-1.7000000000000028
156,60019,10/25/2018,60019,0,HSIC,81.35,1590847,81.3711,1.3199999999999932
157,60020,10/26/2018,60020,0,HSIC,79.93,1782864,80.2036,-1.4199999999999875
158,60021,10/29/2018,60021,0,HSIC,81.21,1268590,81.4152,1.279999999999987
159,60022,10/30/2018,60022,0,HSIC,83.34,1771874,82.2248,2.1300000000000097
160,60023,10/31/2018,60023,0,HSIC,83.0,1665851,83.0903,-0.3400000000000034
161,60024,11/1/2018,60024,0,HSIC,84.66,1072641,84.0551,1.6599999999999966
162,60025,11/2/2018,60025,0,HSIC,83.51,1728699,83.5175,-1.1499999999999915
163,60026,11/5/2018,60026,0,HSIC,84.73,1538735,84.4166,1.2199999999999989
164,60027,11/6/2018,60027,0,HSIC,83.51,2889368,83.4399,-1.2199999999999989
165,60028,11/7/2018,60028,0,HSIC,87.33,1766533,86.5678,3.819999999999993
166,60029,11/8/2018,60029,0,HSIC,86.97,1336433,87.5727,-0.35999999999999943
167,60030,11/9/2018,60030,0,HSIC,85.43,1332016,85.2871,-1.539999999999992
168,60031,11/12/2018,60031,0,HSIC,84.85,620764,85.2812,-0.5800000000000125
169,60032,11/13/2018,60032,0,HSIC,84.92,909255,85.2008,0.07000000000000739
170,60033,11/14/2018,60033,0,HSIC,85.44,1101365,85.6105,0.519999999999996
171,60034,11/15/2018,60034,0,HSIC,86.04,938954,85.1419,0.6000000000000085
172,60035,11/16/2018,60035,0,HSIC,86.07,1239323,86.1528,0.029999999999986926
173,60036,11/19/2018,60036,0,HSIC,86.25,1155762,86.2846,0.18000000000000682
174,60037,11/20/2018,60037,0,HSIC,84.63,1118731,85.1899,-1.6200000000000045
175,60038,11/21/2018,60038,0,HSIC,84.56,762193,84.8883,-0.06999999999999318
