,Unnamed: 0,date,index,day_index,ticker,close,volume,vwap,change
0,97844,3/15/2018,97844,0,PVH,142.2175,600455,142.2538,0.0
1,97845,3/16/2018,97845,0,PVH,143.6059,835298,143.6763,1.38839999999999
2,97846,3/19/2018,97846,0,PVH,142.4073,777192,142.6273,-1.198599999999999
3,97847,3/20/2018,97847,0,PVH,144.6147,619310,144.3762,2.207400000000007
4,97848,3/21/2018,97848,0,PVH,142.8368,638706,144.0957,-1.7778999999999883
5,97849,3/22/2018,97849,0,PVH,141.2885,611104,142.047,-1.5483000000000118
6,97850,3/23/2018,97850,0,PVH,139.7003,575830,141.2349,-1.5882000000000005
7,97851,3/26/2018,97851,0,PVH,145.0842,1044420,143.8956,5.383900000000011
8,97852,3/27/2018,97852,0,PVH,142.9966,993650,143.8038,-2.087600000000009
9,97853,3/28/2018,97853,0,PVH,143.8556,1846516,143.9644,0.8590000000000089
10,97854,3/29/2018,97854,0,PVH,151.2571,2752890,152.0896,7.401499999999999
11,97855,4/2/2018,97855,0,PVH,150.7477,1747630,151.2109,-0.5093999999999994
12,97856,4/3/2018,97856,0,PVH,154.9829,1524087,153.711,4.235199999999992
13,97857,4/4/2018,97857,0,PVH,155.2326,1111019,154.7687,0.24969999999999004
14,97858,4/5/2018,97858,0,PVH,159.3279,1225168,158.3363,4.095300000000009
15,97859,4/6/2018,97859,0,PVH,156.5511,1240723,157.1486,-2.7768000000000086
16,97860,4/9/2018,97860,0,PVH,155.4124,930895,156.6583,-1.1387
17,97861,4/10/2018,97861,0,PVH,157.7697,989622,157.5668,2.3573000000000093
18,97862,4/11/2018,97862,0,PVH,157.8296,765705,158.2345,0.059899999999998954
19,97863,4/12/2018,97863,0,PVH,162.0648,1079929,161.4527,4.235199999999992
20,97864,4/13/2018,97864,0,PVH,158.9484,1093681,159.1163,-3.1163999999999987
21,97865,4/16/2018,97865,0,PVH,160.2469,1303360,160.3809,1.2985000000000184
22,97866,4/17/2018,97866,0,PVH,161.0859,1708847,160.9993,0.8389999999999986
23,97867,4/18/2018,97867,0,PVH,160.8262,931509,161.4988,-0.25970000000000937
24,97868,4/19/2018,97868,0,PVH,160.1769,630610,160.131,-0.6493000000000109
25,97869,4/20/2018,97869,0,PVH,159.298,843250,159.3968,-0.8788999999999874
26,97870,4/23/2018,97870,0,PVH,160.0771,659231,160.3323,0.7790999999999997
27,97871,4/24/2018,97871,0,PVH,159.6476,743492,160.227,-0.4294999999999902
28,97872,4/25/2018,97872,0,PVH,158.5888,614289,159.1933,-1.0588000000000193
29,97873,4/26/2018,97873,0,PVH,160.4067,526263,159.769,1.8179000000000087
30,97874,4/27/2018,97874,0,PVH,160.3268,601238,160.4803,-0.07990000000000919
31,97875,4/30/2018,97875,0,PVH,159.4877,618879,160.1475,-0.839100000000002
32,97876,5/1/2018,97876,0,PVH,155.1827,973176,156.056,-4.304999999999978
33,97877,5/2/2018,97877,0,PVH,152.0862,1476304,152.2472,-3.0965000000000202
34,97878,5/3/2018,97878,0,PVH,151.2871,1084295,151.4372,-0.7990999999999815
35,97879,5/4/2018,97879,0,PVH,152.0962,1027305,151.1784,0.8091000000000008
36,97880,5/7/2018,97880,0,PVH,151.347,837463,150.9436,-0.7492000000000019
37,97881,5/8/2018,97881,0,PVH,151.5368,850388,151.3507,0.1897999999999911
38,97882,5/9/2018,97882,0,PVH,152.8853,750087,152.4946,1.3485000000000014
39,97883,5/10/2018,97883,0,PVH,152.8253,722040,152.7423,-0.060000000000002274
40,97884,5/11/2018,97884,0,PVH,153.0151,492424,153.1973,0.1897999999999911
41,97885,5/14/2018,97885,0,PVH,154.1438,760561,154.1243,1.1287000000000091
42,97886,5/15/2018,97886,0,PVH,154.4335,605319,154.464,0.2897000000000105
43,97887,5/16/2018,97887,0,PVH,155.0705,759542,155.123,0.6370000000000005
44,97888,5/17/2018,97888,0,PVH,156.0996,1037785,156.5692,1.0290999999999997
45,97889,5/18/2018,97889,0,PVH,154.9706,607039,155.0543,-1.129000000000019
46,97890,5/21/2018,97890,0,PVH,154.4011,718182,154.7249,-0.5694999999999766
47,97891,5/22/2018,97891,0,PVH,154.481,970014,154.7519,0.07989999999998076
48,97892,5/23/2018,97892,0,PVH,157.898,1017447,157.6519,3.4170000000000016
49,97893,5/24/2018,97893,0,PVH,158.3975,592735,158.1207,0.4995000000000118
50,97894,5/25/2018,97894,0,PVH,157.6782,565898,157.8069,-0.719300000000004
51,97895,5/29/2018,97895,0,PVH,154.9706,1276780,155.8535,-2.7076000000000136
52,97896,5/30/2018,97896,0,PVH,155.3602,2218082,155.9397,0.3896000000000015
53,97897,5/31/2018,97897,0,PVH,159.8562,2821650,159.0586,4.496000000000009
54,97898,6/1/2018,97898,0,PVH,158.8171,1283662,159.0051,-1.0390999999999906
55,97899,6/4/2018,97899,0,PVH,159.6864,911315,158.5926,0.8692999999999813
56,97900,6/5/2018,97900,0,PVH,160.8153,947411,160.0724,1.1289000000000158
57,97901,6/6/2018,97901,0,PVH,164.2522,1124383,162.9587,3.43689999999998
58,97902,6/7/2018,97902,0,PVH,164.9616,969707,165.7501,0.7094000000000165
59,97903,6/8/2018,97903,0,PVH,168.0089,837218,167.2255,3.047300000000007
60,97904,6/11/2018,97904,0,PVH,166.3504,562243,167.3896,-1.6585000000000036
61,97905,6/12/2018,97905,0,PVH,166.0606,677540,166.2721,-0.2898000000000138
62,97906,6/13/2018,97906,0,PVH,162.1541,878120,163.2185,-3.906499999999994
63,97907,6/14/2018,97907,0,PVH,160.096,1107168,160.4133,-2.058099999999996
64,97908,6/15/2018,97908,0,PVH,161.2649,987858,160.8887,1.1689000000000078
65,97909,6/18/2018,97909,0,PVH,163.463,758439,162.9477,2.1980999999999824
66,97910,6/19/2018,97910,0,PVH,160.2459,985460,160.1694,-3.217099999999988
67,97911,6/20/2018,97911,0,PVH,157.2086,931088,157.43200000000004,-3.037300000000016
68,97912,6/21/2018,97912,0,PVH,154.2612,1089906,154.9114,-2.9473999999999876
69,97913,6/22/2018,97913,0,PVH,151.9433,1508700,152.7352,-2.3179000000000087
70,97914,6/25/2018,97914,0,PVH,149.6154,1244412,149.5913,-2.3278999999999996
71,97915,6/26/2018,97915,0,PVH,153.6917,1597301,153.6132,4.076300000000003
72,97916,6/27/2018,97916,0,PVH,151.5637,1049138,153.0234,-2.127999999999986
73,97917,6/28/2018,97917,0,PVH,151.234,878880,150.5445,-0.32970000000000255
74,97918,6/29/2018,97918,0,PVH,149.5854,960745,150.372,-1.648600000000016
75,97919,7/2/2018,97919,0,PVH,148.3965,828276,147.7476,-1.1888999999999896
76,97920,7/3/2018,97920,0,PVH,145.7389,511381,146.7327,-2.657600000000002
77,97921,7/5/2018,97921,0,PVH,145.6889,1009141,145.4937,-0.05000000000001137
78,97922,7/6/2018,97922,0,PVH,146.2884,690488,146.6264,0.5995000000000061
79,97923,7/9/2018,97923,0,PVH,149.5255,1199838,148.7542,3.237099999999998
80,97924,7/10/2018,97924,0,PVH,151.174,996146,150.2941,1.6485000000000127
81,97925,7/11/2018,97925,0,PVH,147.4873,1097808,147.9478,-3.686700000000002
82,97926,7/12/2018,97926,0,PVH,148.0768,716973,148.2161,0.5894999999999868
83,97927,7/13/2018,97927,0,PVH,148.1367,471692,148.3758,0.059899999999998954
84,97928,7/16/2018,97928,0,PVH,147.86700000000005,927272,148.1957,-0.26969999999994343
85,97929,7/17/2018,97929,0,PVH,151.3538,1281415,151.3481,3.4867999999999597
86,97930,7/18/2018,97930,0,PVH,151.6436,846029,151.0593,0.2897999999999854
87,97931,7/19/2018,97931,0,PVH,153.412,734556,153.2012,1.768400000000014
88,97932,7/20/2018,97932,0,PVH,154.3312,977816,154.8409,0.9191999999999894
89,97933,7/23/2018,97933,0,PVH,155.2304,1065641,154.843,0.8992000000000075
90,97934,7/24/2018,97934,0,PVH,153.8416,1028953,154.4835,-1.3888000000000034
91,97935,7/25/2018,97935,0,PVH,156.8489,716119,155.6665,3.0072999999999865
92,97936,7/26/2018,97936,0,PVH,157.3584,972993,157.4717,0.5095000000000027
93,97937,7/27/2018,97937,0,PVH,153.9415,518300,154.4095,-3.4168999999999983
94,97938,7/30/2018,97938,0,PVH,153.1622,724398,153.2504,-0.7792999999999779
95,97939,7/31/2018,97939,0,PVH,153.382,839797,153.166,0.21979999999999222
96,97940,8/1/2018,97940,0,PVH,150.035,668474,150.9764,-3.3470000000000084
97,97941,8/2/2018,97941,0,PVH,150.6545,730573,149.6992,0.6195000000000164
98,97942,8/3/2018,97942,0,PVH,150.7144,479417,150.7415,0.059899999999998954
99,97943,8/6/2018,97943,0,PVH,151.9133,657275,151.6494,1.1988999999999805
100,97944,8/7/2018,97944,0,PVH,153.5918,635711,153.2491,1.6785000000000139
101,97945,8/8/2018,97945,0,PVH,153.9715,489480,154.0285,0.3796999999999855
102,97946,8/9/2018,97946,0,PVH,156.0396,652844,156.0448,2.0681000000000154
103,97947,8/10/2018,97947,0,PVH,153.6018,789779,154.3127,-2.43780000000001
104,97948,8/13/2018,97948,0,PVH,153.1023,432973,153.2308,-0.4994999999999834
105,97949,8/14/2018,97949,0,PVH,153.8816,726772,153.5727,0.7792999999999779
106,97950,8/15/2018,97950,0,PVH,148.4065,724336,148.5652,-5.475099999999998
107,97951,8/16/2018,97951,0,PVH,148.1168,610792,148.4225,-0.2896999999999821
108,97952,8/17/2018,97952,0,PVH,149.0559,816785,148.9936,0.9390999999999963
109,97953,8/20/2018,97953,0,PVH,151.4238,846375,150.872,2.3678999999999917
110,97954,8/21/2018,97954,0,PVH,152.4129,1132290,152.3074,0.9891000000000076
111,97955,8/22/2018,97955,0,PVH,154.55100000000004,1137607,154.8975,2.138100000000037
112,97956,8/23/2018,97956,0,PVH,153.8416,873418,154.3057,-0.7094000000000449
113,97957,8/24/2018,97957,0,PVH,154.3911,919503,153.4904,0.5494999999999948
114,97958,8/27/2018,97958,0,PVH,154.52100000000004,897406,154.6318,0.12990000000004898
115,97959,8/28/2018,97959,0,PVH,155.8376,1026538,155.1578,1.3165999999999656
