,Unnamed: 0,Unnamed: 0.1,date,index,day_index,ticker,close,volume,vwap,change,P/E,EPS,PEG
0,0,23296,3/15/2018,23296,0,CELG,89.91,6144310,90.5158,0.0,0.0,0,0.0
1,1,23297,3/16/2018,23297,0,CELG,89.61,15039324,89.8721,-0.2999999999999972,0.0,0,0.0
2,2,23298,3/19/2018,23298,0,CELG,88.53,8585179,88.4838,-1.0799999999999983,0.0,0,0.0
3,3,23299,3/20/2018,23299,0,CELG,88.27,8497514,87.7816,-0.2600000000000051,0.0,0,0.0
4,4,23300,3/21/2018,23300,0,CELG,88.31,7556025,89.1705,0.04000000000000625,0.0,0,0.0
5,5,23301,3/22/2018,23301,0,CELG,86.91,7810509,87.9113,-1.4000000000000057,0.0,0,0.0
6,6,23302,3/23/2018,23302,0,CELG,84.98,7228010,86.2042,-1.9299999999999928,0.0,0,0.0
7,7,23303,3/26/2018,23303,0,CELG,87.17,7706265,86.5093,2.1899999999999977,0.0,0,0.0
8,8,23304,3/27/2018,23304,0,CELG,85.81,7133762,86.9379,-1.3599999999999994,0.0,0,0.0
9,9,23305,3/28/2018,23305,0,CELG,88.41,7747977,88.2649,2.5999999999999943,0.0,0,0.0
10,10,23306,3/29/2018,23306,0,CELG,89.21,7588009,89.7704,0.7999999999999972,0.0,0,0.0
11,11,23307,4/2/2018,23307,0,CELG,87.07,6879755,87.1524,-2.140000000000001,0.0,0,0.0
12,12,23308,4/3/2018,23308,0,CELG,86.83,8358497,85.7761,-0.2399999999999949,0.0,0,0.0
13,13,23309,4/4/2018,23309,0,CELG,90.47,9148891,89.4849,3.640000000000001,0.0,0,0.0
14,14,23310,4/5/2018,23310,0,CELG,88.84,7979273,89.2272,-1.6299999999999957,0.0,0,0.0
15,15,23311,4/6/2018,23311,0,CELG,86.95,6683406,87.7425,-1.8900000000000008,0.0,0,0.0
16,16,23312,4/9/2018,23312,0,CELG,86.94,6127361,87.9098,-0.010000000000005116,0.0,0,0.0
17,17,23313,4/10/2018,23313,0,CELG,89.44,5553920,88.8564,2.5,0.0,0,0.0
18,18,23314,4/11/2018,23314,0,CELG,88.71,5483445,89.3061,-0.730000000000004,0.0,0,0.0
19,19,23315,4/12/2018,23315,0,CELG,89.74,5362033,90.0148,1.0300000000000011,0.0,0,0.0
20,20,23316,4/13/2018,23316,0,CELG,89.4,4858260,89.8409,-0.3399999999999892,0.0,0,0.0
