,Unnamed: 0,Unnamed: 0.1,date,index,day_index,ticker,close,volume,vwap,change,P/E,EPS,PEG
0,0,31232,3/15/2018,31232,0,CTAS,171.3415,371648,171.3637,0.0,0.0,0,0.0
1,1,31233,3/16/2018,31233,0,CTAS,171.3218,988913,171.5604,-0.019700000000000276,0.0,0,0.0
2,2,31234,3/19/2018,31234,0,CTAS,171.035,560992,170.4535,-0.2867999999999995,0.0,0,0.0
3,3,31235,3/20/2018,31235,0,CTAS,170.5704,443996,171.1771,-0.4645999999999901,0.0,0,0.0
4,4,31236,3/21/2018,31236,0,CTAS,171.3316,519184,172.0788,0.7612000000000023,0.0,0,0.0
5,5,31237,3/22/2018,31237,0,CTAS,161.2667,1124103,164.5994,-10.064900000000025,0.0,0,0.0
6,6,31238,3/23/2018,31238,0,CTAS,165.9531,1453471,168.732,4.686400000000019,0.0,0,0.0
7,7,31239,3/26/2018,31239,0,CTAS,169.0478,877202,168.3182,3.0946999999999885,0.0,0,0.0
8,8,31240,3/27/2018,31240,0,CTAS,167.6735,613982,169.4711,-1.3743000000000052,0.0,0,0.0
9,9,31241,3/28/2018,31241,0,CTAS,167.1396,568602,167.482,-0.5338999999999885,0.0,0,0.0
10,10,31242,3/29/2018,31242,0,CTAS,168.6523,575452,168.2023,1.5126999999999953,0.0,0,0.0
11,11,31243,4/2/2018,31243,0,CTAS,165.5675,584054,165.4857,-3.0848000000000013,0.0,0,0.0
12,12,31244,4/3/2018,31244,0,CTAS,167.9108,640567,167.4151,2.3432999999999997,0.0,0,0.0
13,13,31245,4/4/2018,31245,0,CTAS,167.5449,545696,167.1037,-0.3658999999999821,0.0,0,0.0
14,14,31246,4/5/2018,31246,0,CTAS,169.7596,509244,169.5692,2.214699999999993,0.0,0,0.0
15,15,31247,4/6/2018,31247,0,CTAS,164.8557,349286,165.8764,-4.903899999999993,0.0,0,0.0
16,16,31248,4/9/2018,31248,0,CTAS,165.7752,393460,166.8135,0.9194999999999992,0.0,0,0.0
17,17,31249,4/10/2018,31249,0,CTAS,168.4051,518378,168.4229,2.6298999999999917,0.0,0,0.0
18,18,31250,4/11/2018,31250,0,CTAS,168.2172,421996,168.042,-0.18790000000001328,0.0,0,0.0
19,19,31251,4/12/2018,31251,0,CTAS,170.2243,421912,170.1033,2.0071000000000083,0.0,0,0.0
20,20,31252,4/13/2018,31252,0,CTAS,168.237,403920,168.3214,-1.9873000000000047,0.0,0,0.0
21,21,31253,4/16/2018,31253,0,CTAS,170.9559,344946,170.632,2.718900000000019,0.0,0,0.0
22,22,31254,4/17/2018,31254,0,CTAS,171.9842,441685,172.2876,1.0282999999999731,0.0,0,0.0
23,23,31255,4/18/2018,31255,0,CTAS,172.4093,300639,172.3825,0.4251000000000147,0.0,0,0.0
24,24,31256,4/19/2018,31256,0,CTAS,172.1918,256297,171.9809,-0.21750000000000114,0.0,0,0.0
25,25,31257,4/20/2018,31257,0,CTAS,171.1636,337048,171.2197,-1.0281999999999982,0.0,0,0.0
26,26,31258,4/23/2018,31258,0,CTAS,171.1636,351058,171.1914,0.0,0.0,0,0.0
27,27,31259,4/24/2018,31259,0,CTAS,169.5619,413465,170.2389,-1.6016999999999941,0.0,0,0.0
28,28,31260,4/25/2018,31260,0,CTAS,169.2554,358070,169.2252,-0.3064999999999998,0.0,0,0.0
29,29,31261,4/26/2018,31261,0,CTAS,170.9362,348511,170.5553,1.6808000000000047,0.0,0,0.0
30,30,31262,4/27/2018,31262,0,CTAS,171.3514,293972,171.1137,0.4151999999999987,0.0,0,0.0
31,31,31263,4/30/2018,31263,0,CTAS,168.3754,765272,169.3802,-2.9759999999999986,259.03907692307695,0.6500,3809.398190045249
32,32,31264,5/1/2018,31264,0,CTAS,170.3924,481979,169.047,2.016999999999996,0.0,0,0.0
33,33,31265,5/2/2018,31265,0,CTAS,168.9291,374963,169.5932,-1.4633000000000038,0.0,0,0.0
34,34,31266,5/3/2018,31266,0,CTAS,171.0548,553743,170.3623,2.1256999999999953,0.0,0,0.0
35,35,31267,5/4/2018,31267,0,CTAS,173.2497,416951,172.926,2.19489999999999,0.0,0,0.0
36,36,31268,5/7/2018,31268,0,CTAS,173.7638,611447,173.6633,0.5141000000000133,0.0,0,0.0
37,37,31269,5/8/2018,31269,0,CTAS,174.6438,384369,174.1508,0.8799999999999955,0.0,0,0.0
38,38,31270,5/9/2018,31270,0,CTAS,176.8585,321527,175.8056,2.214699999999993,0.0,0,0.0
39,39,31271,5/10/2018,31271,0,CTAS,179.9037,302580,179.3645,3.0451999999999932,0.0,0,0.0
40,40,31272,5/11/2018,31272,0,CTAS,181.8316,338134,181.3419,1.9279000000000224,0.0,0,0.0
41,41,31273,5/14/2018,31273,0,CTAS,181.1989,336985,181.3624,-0.6326999999999998,0.0,0,0.0
42,42,31274,5/15/2018,31274,0,CTAS,181.0802,337398,180.6722,-0.11870000000001825,0.0,0,0.0
43,43,31275,5/16/2018,31275,0,CTAS,180.0915,312298,180.3913,-0.9886999999999944,0.0,0,0.0
44,44,31276,5/17/2018,31276,0,CTAS,180.1904,387063,180.5428,0.09890000000001464,0.0,0,0.0
45,45,31277,5/18/2018,31277,0,CTAS,180.7836,343179,180.4328,0.593199999999996,0.0,0,0.0
