,Unnamed: 0,Unnamed: 0.1,date,index,day_index,ticker,close,volume,vwap,change,P/E,EPS,PEG
0,0,94004,3/15/2018,94004,0,PH,176.87900000000005,677555,177.0302,0.0,0.0,0,0.0
1,1,94005,3/16/2018,94005,0,PH,179.4623,1181320,179.2446,2.5832999999999515,0.0,0,0.0
2,2,94006,3/19/2018,94006,0,PH,178.6667,780952,178.3067,-0.7956000000000074,0.0,0,0.0
3,3,94007,3/20/2018,94007,0,PH,177.1835,1312742,178.4923,-1.4831999999999823,0.0,0,0.0
4,4,94008,3/21/2018,94008,0,PH,178.5193,972927,178.9711,1.3357999999999777,0.0,0,0.0
5,5,94009,3/22/2018,94009,0,PH,172.7439,1144632,174.8902,-5.775399999999991,0.0,0,0.0
6,6,94010,3/23/2018,94010,0,PH,166.2317,1433365,168.7745,-6.512200000000008,0.0,0,0.0
7,7,94011,3/26/2018,94011,0,PH,171.5161,1071535,169.7412,5.284400000000005,0.0,0,0.0
8,8,94012,3/27/2018,94012,0,PH,167.3318,1430836,169.294,-4.184300000000008,0.0,0,0.0
9,9,94013,3/28/2018,94013,0,PH,165.1611,1083884,165.9057,-2.1706999999999823,0.0,0,0.0
10,10,94014,3/29/2018,94014,0,PH,167.9899,1291008,168.1799,2.828800000000001,0.0,0,0.0
11,11,94015,4/2/2018,94015,0,PH,163.619,1162106,163.2833,-4.370900000000007,0.0,0,0.0
12,12,94016,4/3/2018,94016,0,PH,165.7602,955867,164.8476,2.1411999999999978,0.0,0,0.0
13,13,94017,4/4/2018,94017,0,PH,167.9113,1433475,165.4963,2.1511000000000142,0.0,0,0.0
14,14,94018,4/5/2018,94018,0,PH,169.1195,810879,169.2371,1.2081999999999766,0.0,0,0.0
15,15,94019,4/6/2018,94019,0,PH,164.4637,1392085,164.6028,-4.655799999999998,0.0,0,0.0
16,16,94020,4/9/2018,94020,0,PH,164.2574,960926,165.641,-0.2062999999999988,0.0,0,0.0
17,17,94021,4/10/2018,94021,0,PH,169.3454,1550973,168.9143,5.088000000000021,0.0,0,0.0
18,18,94022,4/11/2018,94022,0,PH,167.3318,759124,167.6972,-2.013600000000025,0.0,0,0.0
19,19,94023,4/12/2018,94023,0,PH,169.4927,731712,169.4273,2.1609000000000265,0.0,0,0.0
20,20,94024,4/13/2018,94024,0,PH,169.4141,886663,169.4694,-0.07860000000002287,0.0,0,0.0
21,21,94025,4/16/2018,94025,0,PH,171.4179,961837,170.8919,2.0038000000000125,0.0,0,0.0
22,22,94026,4/17/2018,94026,0,PH,172.7242,879770,173.0813,1.3062999999999931,0.0,0,0.0
23,23,94027,4/18/2018,94027,0,PH,175.2878,1156747,175.3162,2.5636000000000085,0.0,0,0.0
24,24,94028,4/19/2018,94028,0,PH,173.0484,928210,173.0173,-2.2394000000000176,0.0,0,0.0
25,25,94029,4/20/2018,94029,0,PH,173.2546,1575238,173.8201,0.20620000000002392,0.0,0,0.0
26,26,94030,4/23/2018,94030,0,PH,168.9034,1138245,169.9214,-4.351200000000007,0.0,0,0.0
27,27,94031,4/24/2018,94031,0,PH,160.4464,2574087,162.7941,-8.456999999999994,0.0,0,0.0
28,28,94032,4/25/2018,94032,0,PH,165.27900000000002,1823222,164.28799999999995,4.8326000000000136,0.0,0,0.0
29,29,94033,4/26/2018,94033,0,PH,159.6606,4111837,157.8431,-5.618400000000037,0.0,0,0.0
30,30,94034,4/27/2018,94034,0,PH,161.4581,2795986,161.43200000000004,1.7975000000000136,0.0,0,0.0
31,31,94035,4/30/2018,94035,0,PH,161.6938,2173719,161.9704,0.2357000000000085,248.75969230769232,0.6500,3658.230769230769
32,32,94036,5/1/2018,94036,0,PH,164.9843,1663494,163.1588,3.2904999999999798,0.0,0,0.0
33,33,94037,5/2/2018,94037,0,PH,164.83700000000005,1682935,165.227,-0.14729999999994448,0.0,0,0.0
34,34,94038,5/3/2018,94038,0,PH,165.3772,1294509,164.1562,0.5401999999999418,0.0,0,0.0
35,35,94039,5/4/2018,94039,0,PH,167.9113,1113327,167.0884,2.534100000000024,0.0,0,0.0
36,36,94040,5/7/2018,94040,0,PH,167.4791,910214,167.0165,-0.43220000000002295,0.0,0,0.0
37,37,94041,5/8/2018,94041,0,PH,168.0685,749552,167.8569,0.5894000000000119,0.0,0,0.0
38,38,94042,5/9/2018,94042,0,PH,172.2024,1150463,171.3418,4.133900000000011,0.0,0,0.0
39,39,94043,5/10/2018,94043,0,PH,171.9163,1354635,171.8753,-0.2861000000000047,0.0,0,0.0
40,40,94044,5/11/2018,94044,0,PH,172.7747,734682,172.9023,0.858399999999989,0.0,0,0.0
41,41,94045,5/14/2018,94045,0,PH,174.0671,939125,173.7606,1.2924000000000149,0.0,0,0.0
42,42,94046,5/15/2018,94046,0,PH,174.294,834987,174.0002,0.2269000000000005,0.0,0,0.0
43,43,94047,5/16/2018,94047,0,PH,174.5012,985644,174.3909,0.20720000000000027,0.0,0,0.0
44,44,94048,5/17/2018,94048,0,PH,175.9318,889970,176.0305,1.4305999999999983,0.0,0,0.0
45,45,94049,5/18/2018,94049,0,PH,176.6915,906749,176.2176,0.759699999999981,0.0,0,0.0
46,46,94050,5/21/2018,94050,0,PH,179.9868,927035,180.1876,3.295299999999997,0.0,0,0.0
47,47,94051,5/22/2018,94051,0,PH,175.8331,1003494,177.5114,-4.153699999999986,0.0,0,0.0
48,48,94052,5/23/2018,94052,0,PH,175.4582,1178231,174.0766,-0.3748999999999967,0.0,0,0.0
49,49,94053,5/24/2018,94053,0,PH,175.1031,792830,175.1977,-0.3550999999999931,0.0,0,0.0
50,50,94054,5/25/2018,94054,0,PH,174.7577,645178,174.5107,-0.3454000000000121,0.0,0,0.0
51,51,94055,5/29/2018,94055,0,PH,170.4167,756545,170.5013,-4.341000000000008,0.0,0,0.0
52,52,94056,5/30/2018,94056,0,PH,172.8536,630712,172.7468,2.4369000000000085,0.0,0,0.0
53,53,94057,5/31/2018,94057,0,PH,168.6112,1000253,169.2914,-4.242400000000004,0.0,0,0.0
54,54,94058,6/1/2018,94058,0,PH,170.3969,893705,170.8998,1.7856999999999914,0.0,0,0.0
55,55,94059,6/4/2018,94059,0,PH,169.9234,652779,170.4026,-0.4735000000000014,0.0,0,0.0
56,56,94060,6/5/2018,94060,0,PH,170.7521,819328,170.7076,0.8287000000000262,0.0,0,0.0
57,57,94061,6/6/2018,94061,0,PH,171.8472,779438,170.9496,1.0950999999999738,0.0,0,0.0
58,58,94062,6/7/2018,94062,0,PH,173.1298,497991,172.6935,1.2826000000000022,0.0,0,0.0
59,59,94063,6/8/2018,94063,0,PH,172.3701,485796,172.4245,-0.759699999999981,0.0,0,0.0
60,60,94064,6/11/2018,94064,0,PH,172.16299999999995,1321524,172.5346,-0.2071000000000538,0.0,0,0.0
61,61,94065,6/12/2018,94065,0,PH,171.8374,855113,171.7936,-0.3255999999999517,0.0,0,0.0
62,62,94066,6/13/2018,94066,0,PH,169.8346,1233513,170.2793,-2.002800000000008,0.0,0,0.0
63,63,94067,6/14/2018,94067,0,PH,169.6076,768166,170.0986,-0.2270000000000039,0.0,0,0.0
64,64,94068,6/15/2018,94068,0,PH,168.6309,1171484,168.1726,-0.976699999999994,0.0,0,0.0
65,65,94069,6/18/2018,94069,0,PH,167.2793,1215179,167.2174,-1.3515999999999906,0.0,0,0.0
66,66,94070,6/19/2018,94070,0,PH,161.4188,1192884,161.8038,-5.860500000000003,0.0,0,0.0
67,67,94071,6/20/2018,94071,0,PH,162.2673,1020123,161.7662,0.8485000000000014,0.0,0,0.0
68,68,94072,6/21/2018,94072,0,PH,156.3772,1758792,156.9646,-5.890100000000018,0.0,0,0.0
69,69,94073,6/22/2018,94073,0,PH,155.2722,3209080,156.3164,-1.1049999999999898,0.0,0,0.0
70,70,94074,6/25/2018,94074,0,PH,153.6739,1607537,152.9658,-1.5982999999999947,0.0,0,0.0
71,71,94075,6/26/2018,94075,0,PH,153.743,1060781,154.3923,0.06909999999999172,0.0,0,0.0
72,72,94076,6/27/2018,94076,0,PH,151.898,1360734,153.5723,-1.8449999999999989,0.0,0,0.0
73,73,94077,6/28/2018,94077,0,PH,152.7564,1202976,152.2384,0.8584000000000174,0.0,0,0.0
74,74,94078,6/29/2018,94078,0,PH,153.7627,811161,154.8782,1.0062999999999818,0.0,0,0.0
75,75,94079,7/2/2018,94079,0,PH,153.9995,778845,153.7109,0.2368000000000165,0.0,0,0.0
76,76,94080,7/3/2018,94080,0,PH,154.7099,763397,155.3402,0.7103999999999928,0.0,0,0.0
77,77,94081,7/5/2018,94081,0,PH,154.9763,852322,154.9958,0.2664000000000044,0.0,0,0.0
78,78,94082,7/6/2018,94082,0,PH,154.7197,757837,154.7178,-0.2566000000000201,0.0,0,0.0
79,79,94083,7/9/2018,94083,0,PH,157.65,950901,157.4003,2.9303000000000172,0.0,0,0.0
80,80,94084,7/10/2018,94084,0,PH,157.8868,1053918,157.6372,0.2367999999999881,0.0,0,0.0
81,81,94085,7/11/2018,94085,0,PH,155.8445,986381,156.0289,-2.042299999999983,0.0,0,0.0
82,82,94086,7/12/2018,94086,0,PH,156.4759,767755,156.2923,0.6313999999999851,0.0,0,0.0
83,83,94087,7/13/2018,94087,0,PH,159.3469,1495829,159.1608,2.8710000000000093,0.0,0,0.0
84,84,94088,7/16/2018,94088,0,PH,155.588,1230202,155.8598,-3.7589000000000112,0.0,0,0.0
85,85,94089,7/17/2018,94089,0,PH,156.6239,1453612,156.1188,1.0358999999999978,0.0,0,0.0
86,86,94090,7/18/2018,94090,0,PH,159.929,1604760,159.3618,3.3051000000000097,0.0,0,0.0
87,87,94091,7/19/2018,94091,0,PH,162.8691,1297963,161.9621,2.940100000000001,0.0,0,0.0
88,88,94092,7/20/2018,94092,0,PH,161.2807,998725,161.6394,-1.5884000000000071,0.0,0,0.0
89,89,94093,7/23/2018,94093,0,PH,157.6302,1535396,157.6482,-3.6504999999999934,0.0,0,0.0
90,90,94094,7/24/2018,94094,0,PH,159.564,1283815,159.8737,1.9337999999999909,0.0,0,0.0
91,91,94095,7/25/2018,94095,0,PH,160.965,1403591,159.6109,1.4010000000000105,0.0,0,0.0
92,92,94096,7/26/2018,94096,0,PH,162.9678,948067,163.2413,2.002800000000008,0.0,0,0.0
93,93,94097,7/27/2018,94097,0,PH,162.218,1525036,162.285,-0.7498000000000218,0.0,0,0.0
94,94,94098,7/30/2018,94098,0,PH,161.3201,1050578,162.5831,-0.8978999999999928,0.0,0,0.0
95,95,94099,7/31/2018,94099,0,PH,166.78599999999997,1189516,165.6872,5.465899999999976,248.9343283582089,0.6700,3660.798946444248
96,96,94100,8/1/2018,94100,0,PH,163.4414,1453560,163.9737,-3.3445999999999856,0.0,0,0.0
97,97,94101,8/2/2018,94101,0,PH,169.2722,2425507,167.2113,5.8308000000000115,0.0,0,0.0
98,98,94102,8/3/2018,94102,0,PH,170.1996,1308431,169.679,0.9274000000000058,0.0,0,0.0
99,99,94103,8/6/2018,94103,0,PH,171.9656,1509894,171.9873,1.7659999999999911,0.0,0,0.0
100,100,94104,8/7/2018,94104,0,PH,171.7585,1164634,172.2313,-0.20709999999999693,0.0,0,0.0
101,101,94105,8/8/2018,94105,0,PH,170.46599999999995,727069,170.59099999999995,-1.2925000000000466,0.0,0,0.0
102,102,94106,8/9/2018,94106,0,PH,168.7,1100165,169.3174,-1.7659999999999627,0.0,0,0.0
103,103,94107,8/10/2018,94107,0,PH,165.75,871738,166.0497,-2.9499999999999886,0.0,0,0.0
104,104,94108,8/13/2018,94108,0,PH,165.0397,1735002,165.0263,-0.7102999999999895,0.0,0,0.0
105,105,94109,8/14/2018,94109,0,PH,163.984,901419,164.5067,-1.0557000000000016,0.0,0,0.0
106,106,94110,8/15/2018,94110,0,PH,164.2602,954972,163.3453,0.2761999999999887,0.0,0,0.0
107,107,94111,8/16/2018,94111,0,PH,165.9868,943183,165.9179,1.7265999999999906,0.0,0,0.0
108,108,94112,8/17/2018,94112,0,PH,167.299,791769,166.6723,1.3122000000000185,0.0,0,0.0
109,109,94113,8/20/2018,94113,0,PH,167.8219,920920,167.9786,0.5228999999999928,0.0,0,0.0
110,110,94114,8/21/2018,94114,0,PH,169.7655,1817144,169.6257,1.9436000000000035,0.0,0,0.0
111,111,94115,8/22/2018,94115,0,PH,168.3941,632632,168.7791,-1.3713999999999942,0.0,0,0.0
112,112,94116,8/23/2018,94116,0,PH,166.8156,602612,166.8479,-1.5785000000000196,0.0,0,0.0
113,113,94117,8/24/2018,94117,0,PH,169.2327,1505837,168.9787,2.417100000000005,0.0,0,0.0
114,114,94118,8/27/2018,94118,0,PH,173.0878,1229723,172.8803,3.8550999999999935,0.0,0,0.0
115,115,94119,8/28/2018,94119,0,PH,173.5634,754292,173.6331,0.4756000000000142,0.0,0,0.0
116,116,94120,8/29/2018,94120,0,PH,174.2274,699578,173.7822,0.6639999999999873,0.0,0,0.0
117,117,94121,8/30/2018,94121,0,PH,173.5139,983236,173.7169,-0.7134999999999821,0.0,0,0.0
118,118,94122,8/31/2018,94122,0,PH,174.0193,841080,173.9621,0.5053999999999803,0.0,0,0.0
119,119,94123,9/4/2018,94123,0,PH,173.167,660595,173.19099999999997,-0.8522999999999854,0.0,0,0.0
120,120,94124,9/5/2018,94124,0,PH,174.9707,763915,174.7679,1.8036999999999919,0.0,0,0.0
121,121,94125,9/6/2018,94125,0,PH,176.2292,844293,176.2617,1.258499999999998,0.0,0,0.0
122,122,94126,9/7/2018,94126,0,PH,176.1202,656776,175.7919,-0.10899999999998043,0.0,0,0.0
123,123,94127,9/10/2018,94127,0,PH,178.6968,580724,178.7241,2.576599999999985,0.0,0,0.0
124,124,94128,9/11/2018,94128,0,PH,178.5779,616672,178.372,-0.11889999999999645,0.0,0,0.0
125,125,94129,9/12/2018,94129,0,PH,181.6995,1137975,180.9458,3.1216000000000013,0.0,0,0.0
126,126,94130,9/13/2018,94130,0,PH,183.0176,795141,183.3274,1.318099999999987,0.0,0,0.0
127,127,94131,9/14/2018,94131,0,PH,185.4653,748601,184.9336,2.447700000000026,0.0,0,0.0
128,128,94132,9/17/2018,94132,0,PH,185.7626,680497,186.0979,0.2972999999999786,0.0,0,0.0
129,129,94133,9/18/2018,94133,0,PH,187.1897,1010408,186.7681,1.4270999999999958,0.0,0,0.0
130,130,94134,9/19/2018,94134,0,PH,188.7654,1781899,188.7573,1.575700000000012,0.0,0,0.0
131,131,94135,9/20/2018,94135,0,PH,188.7951,900642,188.7208,0.029699999999991174,0.0,0,0.0
132,132,94136,9/21/2018,94136,0,PH,188.8645,1084756,189.0845,0.06940000000000167,0.0,0,0.0
133,133,94137,9/24/2018,94137,0,PH,187.9329,1532983,187.7187,-0.9316000000000032,0.0,0,0.0
134,134,94138,9/25/2018,94138,0,PH,186.5753,924638,186.8323,-1.3575999999999908,0.0,0,0.0
135,135,94139,9/26/2018,94139,0,PH,185.0987,680652,185.6754,-1.4765999999999906,0.0,0,0.0
136,136,94140,9/27/2018,94140,0,PH,184.8212,766921,184.946,-0.2775000000000034,0.0,0,0.0
137,137,94141,9/28/2018,94141,0,PH,182.2743,1767356,182.49099999999999,-2.5468999999999937,0.0,0,0.0
138,138,94142,10/1/2018,94142,0,PH,183.2059,993399,183.3853,0.9316000000000032,0.0,0,0.0
139,139,94143,10/2/2018,94143,0,PH,183.196,1226182,183.0912,-0.009900000000016007,0.0,0,0.0
140,140,94144,10/3/2018,94144,0,PH,183.7311,1414597,184.1169,0.5350999999999999,0.0,0,0.0
141,141,94145,10/4/2018,94145,0,PH,183.305,816390,183.1452,-0.42609999999999104,0.0,0,0.0
142,142,94146,10/5/2018,94146,0,PH,180.7284,883309,180.6012,-2.5766000000000133,0.0,0,0.0
143,143,94147,10/8/2018,94147,0,PH,179.8365,1036997,179.3184,-0.8918999999999926,0.0,0,0.0
144,144,94148,10/9/2018,94148,0,PH,176.7545,682577,177.2968,-3.0819999999999936,0.0,0,0.0
145,145,94149,10/10/2018,94149,0,PH,170.5805,1036728,172.1463,-6.174000000000008,0.0,0,0.0
146,146,94150,10/11/2018,94150,0,PH,164.1093,1971862,167.2945,-6.471200000000009,0.0,0,0.0
147,147,94151,10/12/2018,94151,0,PH,165.794,1130833,165.3564,1.6847000000000207,0.0,0,0.0
148,148,94152,10/15/2018,94152,0,PH,162.058,1612480,162.5237,-3.7360000000000175,0.0,0,0.0
149,149,94153,10/16/2018,94153,0,PH,163.6138,1664700,163.31799999999996,1.5558000000000047,0.0,0,0.0
150,150,94154,10/17/2018,94154,0,PH,161.0769,1245342,161.2106,-2.536900000000003,0.0,0,0.0
151,151,94155,10/18/2018,94155,0,PH,157.8958,1373942,158.5784,-3.1810999999999865,0.0,0,0.0
152,152,94156,10/19/2018,94156,0,PH,156.4489,1216803,157.0629,-1.4468999999999994,0.0,0,0.0
153,153,94157,10/22/2018,94157,0,PH,156.0327,1179101,156.4585,-0.41620000000000346,0.0,0,0.0
154,154,94158,10/23/2018,94158,0,PH,150.6615,1937213,150.9454,-5.371200000000017,0.0,0,0.0
155,155,94159,10/24/2018,94159,0,PH,145.1813,1924993,147.8389,-5.480199999999996,0.0,0,0.0
156,156,94160,10/25/2018,94160,0,PH,145.3795,1630162,145.7455,0.19820000000001411,0.0,0,0.0
157,157,94161,10/26/2018,94161,0,PH,144.1506,1833209,144.3246,-1.2289000000000099,0.0,0,0.0
158,158,94162,10/29/2018,94162,0,PH,143.9128,1796124,145.1135,-0.2377999999999929,0.0,0,0.0
159,159,94163,10/30/2018,94163,0,PH,146.975,2261271,145.9602,3.0621999999999905,0.0,0,0.0
160,160,94164,10/31/2018,94164,0,PH,150.2651,1823126,150.4528,3.290099999999996,185.51246913580243,0.8100,2728.1245461147414
161,161,94165,11/1/2018,94165,0,PH,157.9156,1954337,155.4179,7.650500000000022,0.0,0,0.0
162,162,94166,11/2/2018,94166,0,PH,160.1949,2272736,160.1071,2.279299999999978,0.0,0,0.0
163,163,94167,11/5/2018,94167,0,PH,162.6228,1664248,161.9274,2.4279000000000224,0.0,0,0.0
164,164,94168,11/6/2018,94168,0,PH,165.6652,1486310,165.1575,3.0423999999999864,0.0,0,0.0
165,165,94169,11/7/2018,94169,0,PH,169.4904,1756004,167.5823,3.8251999999999953,0.0,0,0.0
166,166,94170,11/8/2018,94170,0,PH,170.2172,1699537,170.0112,0.7267999999999972,0.0,0,0.0
167,167,94171,11/9/2018,94171,0,PH,166.56400000000005,1952473,166.5679,-3.653199999999941,0.0,0,0.0
168,168,94172,11/12/2018,94172,0,PH,164.2944,1608750,165.5053,-2.2696000000000542,0.0,0,0.0
