,date,index,day_index,ticker,close,volume,vwap,target
15872,3/15/2018,15872,0,BBY,66.7573,3789341,67.2051,
15873,3/16/2018,15873,0,BBY,67.4733,5474563,67.4256,
15874,3/19/2018,15874,0,BBY,66.3122,3300494,66.6584,
15875,3/20/2018,15875,0,BBY,67.7733,3979405,67.4461,
15876,3/21/2018,15876,0,BBY,66.6533,3523116,66.9806,
15877,3/22/2018,15877,0,BBY,65.4944,3187375,65.8426,
15878,3/23/2018,15878,0,BBY,64.9393,3324792,65.7734,
15879,3/26/2018,15879,0,BBY,67.6954,3501469,67.19800000000001,
15880,3/27/2018,15880,0,BBY,65.9716,3098525,66.44,
15881,3/28/2018,15881,0,BBY,66.7702,3794471,67.0179,
15882,3/29/2018,15882,0,BBY,68.1629,3783809,68.3572,
15883,4/2/2018,15883,0,BBY,67.1208,2978649,67.3293,
15884,4/3/2018,15884,0,BBY,68.5037,2612801,68.4116,
15885,4/4/2018,15885,0,BBY,70.958,3825210,70.1801,
15886,4/5/2018,15886,0,BBY,70.2373,2934811,70.3844,
15887,4/6/2018,15887,0,BBY,68.6498,3203062,69.0791,
15888,4/9/2018,15888,0,BBY,67.9973,3002276,68.4646,
15889,4/10/2018,15889,0,BBY,69.8477,2184911,69.7024,
15890,4/11/2018,15890,0,BBY,69.0589,1589342,69.3195,
15891,4/12/2018,15891,0,BBY,69.4387,2537168,69.5915,
15892,4/13/2018,15892,0,BBY,69.2731,2775038,69.8738,
15893,4/16/2018,15893,0,BBY,70.0328,2514424,70.1707,
15894,4/17/2018,15894,0,BBY,70.8508,2096538,70.9641,
15895,4/18/2018,15895,0,BBY,73.4316,4496659,73.3605,
15896,4/19/2018,15896,0,BBY,71.4254,3347937,71.6169,
15897,4/20/2018,15897,0,BBY,70.4126,3407924,70.7285,
15898,4/23/2018,15898,0,BBY,71.5812,1947249,71.3499,
15899,4/24/2018,15899,0,BBY,71.2599,2897718,71.368,
15900,4/25/2018,15900,0,BBY,72.4383,2630874,71.9982,
15901,4/26/2018,15901,0,BBY,73.6459,2615576,73.5187,
15902,4/27/2018,15902,0,BBY,75.0288,2450792,74.7723,
15903,4/30/2018,15903,0,BBY,74.5321,3078104,75.17,
15904,5/1/2018,15904,0,BBY,73.4122,3648400,73.0328,
