,date,index,day_index,ticker,close,volume,vwap,target
4608,3/15/2018,4608,0,AFL,44.008,3513254,44.1449,
4609,3/16/2018,4609,0,AFL,44.2377,8094278,44.1934,
4610,3/19/2018,4610,0,AFL,43.7049,4998876,43.7418,
4611,3/20/2018,4611,0,AFL,44.4186,4794304,44.4092,
4612,3/21/2018,4612,0,AFL,44.3599,4883064,44.4515,
4613,3/22/2018,4613,0,AFL,43.3822,5500499,43.5989,
4614,3/23/2018,4614,0,AFL,42.3849,4228190,42.8504,
4615,3/26/2018,4615,0,AFL,43.1084,3450326,42.9516,
4616,3/27/2018,4616,0,AFL,42.512,8107149,42.61,
4617,3/28/2018,4617,0,AFL,42.5805,4722297,42.626000000000005,
4618,3/29/2018,4618,0,AFL,42.7858,2898807,42.8467,
4619,4/2/2018,4619,0,AFL,42.0134,3210854,41.9863,
4620,4/3/2018,4620,0,AFL,42.7173,5217299,42.6024,
4621,4/4/2018,4621,0,AFL,43.2551,3697357,43.0055,
4622,4/5/2018,4622,0,AFL,42.7271,7055766,42.883,
4623,4/6/2018,4623,0,AFL,42.4045,3570789,42.5368,
4624,4/9/2018,4624,0,AFL,42.6196,3285823,42.7649,
4625,4/10/2018,4625,0,AFL,43.391999999999996,2411178,43.3991,
4626,4/11/2018,4626,0,AFL,43.2062,2319218,43.2305,
4627,4/12/2018,4627,0,AFL,43.656000000000006,2354854,43.7008,
4628,4/13/2018,4628,0,AFL,43.568000000000005,2078481,43.6418,
4629,4/16/2018,4629,0,AFL,43.7733,2940796,43.8918,
4630,4/17/2018,4630,0,AFL,44.1742,4372853,44.0956,
4631,4/18/2018,4631,0,AFL,44.0177,3726483,44.1295,
4632,4/19/2018,4632,0,AFL,44.2231,2520203,44.2006,
4633,4/20/2018,4633,0,AFL,44.2719,4331644,44.2444,
4634,4/23/2018,4634,0,AFL,44.2915,1884485,44.2833,
4635,4/24/2018,4635,0,AFL,44.1644,2190987,44.1904,
4636,4/25/2018,4636,0,AFL,44.3991,3273519,44.2564,
4637,4/26/2018,4637,0,AFL,44.663000000000004,4254055,44.5942,
4638,4/27/2018,4638,0,AFL,44.8684,2220216,44.7533,
4639,4/30/2018,4639,0,AFL,44.5555,3460790,44.666000000000004,
4640,5/1/2018,4640,0,AFL,44.3893,2918327,44.2514,
4641,5/2/2018,4641,0,AFL,44.0471,6848643,44.1196,
4642,5/3/2018,4642,0,AFL,43.4604,4142725,43.3952,
4643,5/4/2018,4643,0,AFL,43.8124,3109357,43.6605,
4644,5/7/2018,4644,0,AFL,43.5973,3184133,43.6062,
4645,5/8/2018,4645,0,AFL,43.8222,2775487,43.7921,
4646,5/9/2018,4646,0,AFL,43.7537,2518286,43.7032,
4647,5/10/2018,4647,0,AFL,44.3404,2878425,44.2316,
4648,5/11/2018,4648,0,AFL,44.2231,2567124,44.2632,
4649,5/14/2018,4649,0,AFL,44.2328,1904973,44.2424,
4650,5/15/2018,4650,0,AFL,44.096000000000004,2832513,44.148,
4651,5/16/2018,4651,0,AFL,44.3991,2576750,44.3771,
