,date,index,day_index,ticker,close,volume,vwap,target
78647,3/15/2018,78647,0,MDT,79.7832,3453662,79.7961,
78648,3/16/2018,78648,0,MDT,79.0635,9386564,79.4026,
78649,3/19/2018,78649,0,MDT,77.9352,4601342,77.9815,
78650,3/20/2018,78650,0,MDT,77.7115,4267021,77.6108,
78651,3/21/2018,78651,0,MDT,77.8477,4329350,77.9767,
78652,3/22/2018,78652,0,MDT,76.439,4455886,77.0902,
78653,3/23/2018,78653,0,MDT,74.8836,6070335,75.9981,
78654,3/26/2018,78654,0,MDT,76.7521,6635495,75.968,
78655,3/27/2018,78655,0,MDT,76.4586,5458654,76.8843,
78656,3/28/2018,78656,0,MDT,76.7521,5299688,77.005,
78657,3/29/2018,78657,0,MDT,78.4738,6162341,78.2994,
78658,4/2/2018,78658,0,MDT,75.7934,6409795,75.9317,
78659,4/3/2018,78659,0,MDT,76.6445,4443991,76.3037,
78660,4/4/2018,78660,0,MDT,77.0064,4134645,76.3142,
78661,4/5/2018,78661,0,MDT,77.9651,4183545,77.81,
78662,4/6/2018,78662,0,MDT,75.9499,5185961,76.2974,
78663,4/9/2018,78663,0,MDT,76.7521,4708414,77.0319,
78664,4/10/2018,78664,0,MDT,77.564,4743330,77.5472,
78665,4/11/2018,78665,0,MDT,76.8792,3751539,76.9709,
78666,4/12/2018,78666,0,MDT,78.102,3571497,78.0079,
78667,4/13/2018,78667,0,MDT,77.8379,3997209,77.9061,
78668,4/16/2018,78668,0,MDT,78.8455,3628281,78.8992,
78669,4/17/2018,78669,0,MDT,78.8748,4611217,78.7601,
78670,4/18/2018,78670,0,MDT,78.4444,6131378,78.7716,
78671,4/19/2018,78671,0,MDT,78.2585,3791882,78.2955,
78672,4/20/2018,78672,0,MDT,78.1607,3690928,78.182,
78673,4/23/2018,78673,0,MDT,78.2781,2735884,78.3525,
78674,4/24/2018,78674,0,MDT,77.6423,4937167,77.9178,
78675,4/25/2018,78675,0,MDT,77.7303,3232936,77.3883,
78676,4/26/2018,78676,0,MDT,78.8357,5155949,78.5634,
78677,4/27/2018,78677,0,MDT,79.5205,4191453,79.1944,
78678,4/30/2018,78678,0,MDT,78.3857,6071842,78.7612,
78679,5/1/2018,78679,0,MDT,79.2466,2986745,78.8748,
78680,5/2/2018,78680,0,MDT,78.1803,4145470,78.3823,
78681,5/3/2018,78681,0,MDT,77.8477,4534299,77.485,
78682,5/4/2018,78682,0,MDT,79.315,3563889,78.7261,
78683,5/7/2018,78683,0,MDT,82.9736,10825209,82.6098,
78684,5/8/2018,78684,0,MDT,81.3889,7132293,81.5698,
78685,5/9/2018,78685,0,MDT,82.2302,4934168,81.6542,
78686,5/10/2018,78686,0,MDT,83.8149,4728086,83.4067,
78687,5/11/2018,78687,0,MDT,83.6975,4021114,83.7543,
78688,5/14/2018,78688,0,MDT,84.304,4244491,84.1446,
78689,5/15/2018,78689,0,MDT,82.5334,4544871,82.5382,
78690,5/16/2018,78690,0,MDT,83.6877,4058717,83.6528,
78691,5/17/2018,78691,0,MDT,83.2573,3542106,83.2533,
78692,5/18/2018,78692,0,MDT,82.7975,4705519,82.73,
78693,5/21/2018,78693,0,MDT,83.4627,3747416,83.5709,
78694,5/22/2018,78694,0,MDT,83.1204,4593738,83.2775,
78695,5/23/2018,78695,0,MDT,83.404,5237590,83.6284,
78696,5/24/2018,78696,0,MDT,85.0964,8861032,85.2027,
78697,5/25/2018,78697,0,MDT,84.4214,4685474,84.5172,
78698,5/29/2018,78698,0,MDT,83.5312,4539523,83.3083,
78699,5/30/2018,78699,0,MDT,84.0203,4236824,84.1249,
78700,5/31/2018,78700,0,MDT,84.441,4816747,84.4178,
78701,6/1/2018,78701,0,MDT,85.9181,5438279,85.76299999999999,
78702,6/4/2018,78702,0,MDT,85.6148,4507361,85.7855,
78703,6/5/2018,78703,0,MDT,84.7736,5409667,84.6828,
78704,6/6/2018,78704,0,MDT,85.3409,5424908,84.8766,
78705,6/7/2018,78705,0,MDT,84.7442,5350326,84.6099,
78706,6/8/2018,78706,0,MDT,85.2823,4566597,85.0854,
78707,6/11/2018,78707,0,MDT,84.7051,4312993,84.7407,
78708,6/12/2018,78708,0,MDT,84.8029,4311867,84.7479,
78709,6/13/2018,78709,0,MDT,83.9714,3735165,84.17200000000001,
78710,6/14/2018,78710,0,MDT,84.6855,3756356,84.4838,
78711,6/15/2018,78711,0,MDT,84.891,6532204,84.8183,
78712,6/18/2018,78712,0,MDT,84.3725,3002587,84.1533,
78713,6/19/2018,78713,0,MDT,84.7247,4510203,84.5055,
78714,6/20/2018,78714,0,MDT,84.2551,4334173,84.3175,
78715,6/21/2018,78715,0,MDT,84.4214,3404278,84.3051,
78716,6/22/2018,78716,0,MDT,84.9203,5573760,85.1218,
78717,6/25/2018,78717,0,MDT,84.8518,5242691,84.4367,
78718,6/26/2018,78718,0,MDT,84.9692,8009468,84.9956,
78719,6/27/2018,78719,0,MDT,83.62899999999999,6347862,83.8883,
78720,6/28/2018,78720,0,MDT,84.4508,3948415,84.1582,
78721,6/29/2018,78721,0,MDT,83.7464,5082503,84.0615,
78722,7/2/2018,78722,0,MDT,84.1573,4677080,83.4942,
78723,7/3/2018,78723,0,MDT,84.1084,3002456,84.1921,
78724,7/5/2018,78724,0,MDT,84.5314,3148883,84.306,
78725,7/6/2018,78725,0,MDT,85.2399,3618109,85.1862,
78726,7/9/2018,78726,0,MDT,85.7319,3476765,85.5931,
78727,7/10/2018,78727,0,MDT,85.9877,3489609,85.9369,
78728,7/11/2018,78728,0,MDT,85.8598,3858304,85.9226,
78729,7/12/2018,78729,0,MDT,86.46,3507189,86.198,
78730,7/13/2018,78730,0,MDT,86.9421,4442036,86.9251,
78731,7/16/2018,78731,0,MDT,86.3222,2833222,86.3969,
78732,7/17/2018,78732,0,MDT,86.8733,5026658,87.065,
78733,7/18/2018,78733,0,MDT,86.5977,5015786,86.7774,
78734,7/19/2018,78734,0,MDT,87.0012,3975010,87.0581,
78735,7/20/2018,78735,0,MDT,86.6076,4322124,86.7532,
78736,7/23/2018,78736,0,MDT,87.2078,2953921,86.9744,
78737,7/24/2018,78737,0,MDT,87.4833,3202868,87.4737,
78738,7/25/2018,78738,0,MDT,88.2901,3429016,88.0068,
78739,7/26/2018,78739,0,MDT,87.8277,3884872,88.0998,
78740,7/27/2018,78740,0,MDT,87.2373,4486566,87.2511,
78741,7/30/2018,78741,0,MDT,87.6506,4178014,87.5606,
78742,7/31/2018,78742,0,MDT,88.7821,6244382,88.6099,
78743,8/1/2018,78743,0,MDT,88.792,4810214,88.6979,
78744,8/2/2018,78744,0,MDT,88.4476,3394989,88.4975,
78745,8/3/2018,78745,0,MDT,89.0281,2611031,88.8848,
78746,8/6/2018,78746,0,MDT,89.1363,2946097,89.1687,
78747,8/7/2018,78747,0,MDT,89.3922,3521727,89.3474,
78748,8/8/2018,78748,0,MDT,89.3528,4692250,89.4116,
78749,8/9/2018,78749,0,MDT,89.7562,3852066,89.7708,
78750,8/10/2018,78750,0,MDT,89.1462,3444269,89.0905,
78751,8/13/2018,78751,0,MDT,89.2839,5030297,89.516,
78752,8/14/2018,78752,0,MDT,89.589,3875270,89.6523,
78753,8/15/2018,78753,0,MDT,89.5299,4082597,89.3134,
78754,8/16/2018,78754,0,MDT,89.6382,4190276,89.6449,
78755,8/17/2018,78755,0,MDT,89.1462,8973185,89.2321,
78756,8/20/2018,78756,0,MDT,88.5853,6630848,88.7603,
78757,8/21/2018,78757,0,MDT,93.6429,14732407,93.0813,
78758,8/22/2018,78758,0,MDT,94.0463,8582533,93.8671,
78759,8/23/2018,78759,0,MDT,94.0758,6545444,94.4159,
78760,8/24/2018,78760,0,MDT,94.0168,5332325,94.146,
78761,8/27/2018,78761,0,MDT,93.9085,5593291,93.9146,
78762,8/28/2018,78762,0,MDT,94.2332,5151014,94.3627,
78763,8/29/2018,78763,0,MDT,95.0401,3809873,94.7775,
78764,8/30/2018,78764,0,MDT,95.2565,4523738,95.3992,
78765,8/31/2018,78765,0,MDT,94.863,4239547,94.7784,
78766,9/4/2018,78766,0,MDT,94.0266,4448603,94.1699,
