,date,index,day_index,ticker,close,volume,vwap,target
73527,3/15/2018,73527,0,LMT,324.3651,1877189,323.7653,
73528,3/16/2018,73528,0,LMT,322.5838,4718068,322.6675,
73529,3/19/2018,73529,0,LMT,326.3314,1502936,325.1733,
73530,3/20/2018,73530,0,LMT,326.6721,1153912,327.4642,
73531,3/21/2018,73531,0,LMT,326.5455,1270476,327.1205,
73532,3/22/2018,73532,0,LMT,318.4469,1536271,320.7634,
73533,3/23/2018,73533,0,LMT,327.3632,2898564,329.3511,
73534,3/26/2018,73534,0,LMT,334.7805,1611118,333.4248,
73535,3/27/2018,73535,0,LMT,329.8356,1295143,332.3463,
73536,3/28/2018,73536,0,LMT,326.4092,1422025,326.7632,
73537,3/29/2018,73537,0,LMT,328.9401,1039314,329.3438,
73538,4/2/2018,73538,0,LMT,324.1412,1298559,323.4127,
73539,4/3/2018,73539,0,LMT,325.8057,1296812,325.133,
73540,4/4/2018,73540,0,LMT,332.6974,1449408,328.496,
73541,4/5/2018,73541,0,LMT,337.4281,1589359,334.9465,
73542,4/6/2018,73542,0,LMT,325.7571,1417855,328.564,
73543,4/9/2018,73543,0,LMT,326.9738,981592,329.4143,
73544,4/10/2018,73544,0,LMT,330.332,1000467,330.1899,
73545,4/11/2018,73545,0,LMT,330.4099,1481106,332.1373,
73546,4/12/2018,73546,0,LMT,333.7584,1091617,333.38,
73547,4/13/2018,73547,0,LMT,333.4858,763124,333.5702,
73548,4/16/2018,73548,0,LMT,336.5034,1141341,336.9519,
73549,4/17/2018,73549,0,LMT,339.8519,1061799,339.1518,
73550,4/18/2018,73550,0,LMT,341.8084,843635,341.7045,
73551,4/19/2018,73551,0,LMT,343.9791,781655,343.2639,
73552,4/20/2018,73552,0,LMT,342.626,1185251,343.3367,
73553,4/23/2018,73553,0,LMT,349.0602,1986032,346.8129,
73554,4/24/2018,73554,0,LMT,327.5384,3780462,332.0595,
73555,4/25/2018,73555,0,LMT,320.7343,3024134,319.51599999999996,
73556,4/26/2018,73556,0,LMT,321.6104,1847454,320.6582,
73557,4/27/2018,73557,0,LMT,313.4631,1580559,315.4753,
73558,4/30/2018,73558,0,LMT,312.3047,1451110,313.6537,
73559,5/1/2018,73559,0,LMT,300.2541,3880113,300.4935,
73560,5/2/2018,73560,0,LMT,297.5675,2644828,300.6559,
73561,5/3/2018,73561,0,LMT,301.685,2889913,298.256,
73562,5/4/2018,73562,0,LMT,303.1548,1675455,302.5777,
73563,5/7/2018,73563,0,LMT,309.258,1816814,306.9694,
73564,5/8/2018,73564,0,LMT,315.5656,2949452,312.7473,
73565,5/9/2018,73565,0,LMT,317.4443,1700028,317.7009,
73566,5/10/2018,73566,0,LMT,315.8576,1261569,316.6734,
73567,5/11/2018,73567,0,LMT,315.4196,844941,315.5185,
73568,5/14/2018,73568,0,LMT,310.5915,1417164,311.1182,
73569,5/15/2018,73569,0,LMT,311.2632,1131220,310.5672,
73570,5/16/2018,73570,0,LMT,310.8349,915822,311.6012,
73571,5/17/2018,73571,0,LMT,311.8959,961630,311.7758,
73572,5/18/2018,73572,0,LMT,311.9251,1013897,312.3022,
73573,5/21/2018,73573,0,LMT,315.6532,1001489,314.8351,
73574,5/22/2018,73574,0,LMT,308.6934,1502031,310.2066,
73575,5/23/2018,73575,0,LMT,316.6655,1603365,313.5725,
73576,5/24/2018,73576,0,LMT,317.6681,1211857,317.49,
73577,5/25/2018,73577,0,LMT,312.2658,1020290,313.1359,
73578,5/29/2018,73578,0,LMT,308.7616,1159767,309.1207,
73579,5/30/2018,73579,0,LMT,312.4994,901406,311.8101,
73580,5/31/2018,73580,0,LMT,308.0917,1452683,309.418,
73581,6/1/2018,73581,0,LMT,310.1389,886891,309.8018,
