,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,date,index,day_index,ticker,high,low,close,volume,vwap,change,gain,loss,avg_gain,avg_loss,rsi,numerator,denominator,K,D
0,0,0,0,0,3/15/2018,0,0,A,70,60,69.5355,2530377,69.6021,0.0,,,,,,,,,
1,1,1,1,1,3/16/2018,1,0,A,70,60,69.2581,3378129,69.2548,-0.2774,0.0,0.2774,,,,,,,
2,2,2,2,2,3/19/2018,2,0,A,70,60,68.7032,2639402,68.8536,-0.5549,0.0,0.5549,,,,,,,
3,3,3,3,3,3/20/2018,3,0,A,70,60,69.2086,2379124,69.0792,0.5054,0.5054,0.0,,,,,,,
4,4,4,4,4,3/21/2018,4,0,A,70,60,68.7627,1583159,69.1392,-0.4459,0.0,0.4459,,,,,,,
5,5,5,5,5,3/22/2018,5,0,A,70,60,66.8504,1689996,67.6093,-1.9123,0.0,1.9123,,,,,,,
6,6,6,6,6,3/23/2018,6,0,A,70,60,65.4534,2594081,66.4407,-1.3969999999999998,0.0,1.3969999999999998,,,,,,,
7,7,7,7,7,3/26/2018,7,0,A,70,60,67.5737,2263757,67.0939,2.1203,2.1203,0.0,,,,,,,
8,8,8,8,8,3/27/2018,8,0,A,70,60,66.3847,2104527,67.1815,-1.189,0.0,1.189,,,,,,,
9,9,9,9,9,3/28/2018,9,0,A,70,60,65.7902,2267763,65.8468,-0.5945,0.0,0.5945,,,,,,,
10,10,10,10,10,3/29/2018,10,0,A,70,60,66.2856,2711285,66.335,0.4954,0.4954,0.0,,,,,,,
11,11,11,11,11,4/2/18,11,0,A,70,60,63.9808,3085753,64.3597,-2.3048,0.0,2.3048,,,,,,,
12,12,12,12,12,4/3/18,12,0,A,70,60,64.9639,2286132,64.9219,0.9831,0.9831,0.0,,,,,,,
13,13,13,13,13,4/4/18,13,0,A,70,60,64.9937,5084054,64.204,0.0298,0.0298,0.0,,,,,,,
14,14,14,14,14,4/5/18,14,0,A,70,60,65.2221,2120181,65.3882,0.2284,0.2284,0.0,0.3116,0.6197,33.45860625,5.2220999999999975,10.0,52.220999999999975,
15,15,15,15,15,4/6/18,15,0,A,70,60,63.2062,3578587,63.7256,-2.0159,0.0,2.0159,0.289342857,0.7194285709999999,28.68269748,3.2062000000000026,10.0,32.062000000000026,
16,16,16,16,16,4/9/18,16,0,A,70,60,64.7355,2639750,65.0358,1.5293,1.5293,0.0,0.377911224,0.668040816,36.13083676,4.735500000000002,10.0,47.35500000000002,28.094333333333335
17,17,17,17,17,4/10/18,17,0,A,70,60,66.1754,2120887,66.0424,1.4399,1.4399,0.0,0.453767566,0.620323615,42.24665221,6.175399999999996,10.0,61.75399999999996,26.47233333333335
18,18,18,18,18,4/11/18,18,0,A,70,60,65.6193,1391380,65.6923,-0.5561,0.0,0.5561,0.421355597,0.615736214,40.62857235,5.6192999999999955,10.0,56.19299999999996,36.36966666666666
19,19,19,19,19,4/12/18,19,0,A,70,60,66.7315,2180892,66.8448,1.1122,1.1122,0.0,0.470701625,0.571755056,45.15311129,6.731499999999997,10.0,67.31499999999997,39.31566666666664
20,20,20,20,20,4/13/2018,20,0,A,70,60,66.7414,2043908,66.7572,0.0099,0.0099,0.0,0.437787224,0.530915409,45.19314894,6.741399999999999,10.0,67.41399999999999,41.169333333333306
21,21,21,21,21,4/16/2018,21,0,A,70,60,67.6947,2887820,67.6645,0.9533,0.9533,0.0,0.474609565,0.49299288,49.05005846,7.694699999999997,10.0,76.94699999999997,44.90966666666665
22,22,22,22,22,4/17/2018,22,0,A,70,60,67.9629,2682621,67.9205,0.2682,0.2682,0.0,0.459866024,0.457779103,50.11371072,7.962900000000005,10.0,79.62900000000005,48.12033333333332
23,23,23,23,23,4/18/2018,23,0,A,70,60,69.0651,2678311,69.1568,1.1022,1.1022,0.0,0.505747023,0.425080595,54.33304866,9.065100000000001,10.0,90.65100000000001,52.19200000000001
24,24,24,24,24,4/19/2018,24,0,A,70,60,67.4961,2435090,67.6103,-1.569,0.0,1.569,0.469622235,0.506789124,48.09676073,7.496099999999998,10.0,74.96099999999998,56.76000000000002
25,25,25,25,25,4/20/2018,25,0,A,70,60,67.0791,1917243,67.1778,-0.417,0.0,0.417,0.43607779,0.500375615,46.5669501,7.079099999999997,10.0,70.79099999999997,55.204
26,26,26,26,26,4/23/2018,26,0,A,70,60,67.5954,2260555,67.6943,0.5163,0.5163,0.0,0.441807948,0.4646345,48.7408714,7.595399999999998,10.0,75.95399999999998,48.58399999999998
27,27,27,27,27,4/24/2018,27,0,A,70,60,66.1754,3701595,66.4917,-1.42,0.0,1.42,0.410250237,0.532874893,43.49902512,6.175399999999996,10.0,61.75399999999996,48.914999999999985
28,28,28,28,28,4/25/2018,28,0,A,70,60,65.3413,3873833,65.1564,-0.8341,0.0,0.8341,0.380946649,0.554390972,40.72825046,5.341300000000004,10.0,53.413000000000046,45.90266666666665
29,29,29,29,29,4/26/2018,29,0,A,70,60,65.9073,1978569,65.9121,0.5660000000000001,0.5660000000000001,0.0,0.394164745,0.514791617,43.36454001,5.907300000000006,10.0,59.073000000000064,38.389
30,30,30,30,30,4/27/2018,30,0,A,70,60,65.8179,1189195,65.8404,-0.0894,0.0,0.0894,0.366010121,0.484406501,43.03891895,5.8178999999999945,10.0,58.178999999999945,37.49533333333337
31,31,31,31,31,4/30/2018,31,0,A,70,60,65.2817,2277705,65.6775,-0.5362,0.0,0.5362,0.339866541,0.4881060370000001,41.04804312,5.281700000000001,10.0,52.817,39.084
32,32,32,32,32,5/1/18,32,0,A,70,60,65.7782,3135146,65.5758,0.4965,0.4965,0.0,0.351054645,0.45324132,43.64744574,5.778199999999998,10.0,57.781999999999975,36.99866666666665
33,33,33,33,33,5/2/18,33,0,A,70,60,65.4505,2240482,65.7296,-0.3277,0.0,0.3277,0.325979313,0.444274083,42.32104848,5.450500000000005,10.0,54.505000000000045,36.86633333333332
34,34,34,34,34,5/3/18,34,0,A,70,60,65.8775,2365851,65.4205,0.4270000000000001,0.4270000000000001,0.0,0.33319507600000003,0.41254022,44.68007323,5.877499999999998,10.0,58.77499999999998,37.42900000000001
35,35,35,35,35,5/4/18,35,0,A,70,60,66.5329,1331017,66.1467,0.6554,0.6554,0.0,0.356209714,0.383073061,48.18314803,6.532899999999998,10.0,65.32899999999998,37.76000000000001
36,36,36,36,36,5/7/18,36,0,A,70,60,66.9202,1468735,67.0692,0.3873,0.3873,0.0,0.358430449,0.3557107,50.19042096,6.920199999999994,10.0,69.20199999999994,41.36799999999999
37,37,37,37,37,5/8/18,37,0,A,70,60,66.9003,1916103,66.7781,-0.0199,0.0,0.0199,0.332828274,0.33172422100000004,50.08306737,6.900300000000001,10.0,69.00300000000001,44.84366666666664
38,38,38,38,38,5/9/18,38,0,A,70,60,67.655,2108506,67.395,0.7547,0.7547,0.0,0.362961968,0.308029634,54.09336974,7.655000000000001,10.0,76.55000000000001,46.06833333333332
39,39,39,39,39,5/10/18,39,0,A,70,60,68.3799,1844868,68.1605,0.7249,0.7249,0.0,0.388814685,0.286027517,57.61564462,8.379900000000006,10.0,83.79900000000006,48.51766666666668
40,40,40,40,40,5/11/18,40,0,A,70,60,68.9658,1524184,68.8389,0.5859,0.5859,0.0,0.402892207,0.26559698,60.26906865,8.965800000000002,10.0,89.65800000000002,53.449666666666694
41,41,41,41,41,5/14/2018,41,0,A,70,60,68.7275,3322635,69.0891,-0.2383,0.0,0.2383,0.374114193,0.26364719600000003,58.66052717,8.727500000000006,10.0,87.27500000000006,57.819000000000024
42,42,42,42,42,5/15/2018,42,0,A,70,60,62.0643,14451191,62.5042,-6.6632,0.0,6.6632,0.34739175,0.720758111,32.52275388,2.064300000000003,10.0,20.64300000000003,58.97766666666669
43,43,43,43,43,5/16/2018,43,0,A,70,60,61.5082,5872508,61.7051,-0.5561,0.0,0.5561,0.322578054,0.7089968170000001,31.27044512,1.5082000000000022,10.0,15.082000000000024,35.9726666666667
44,44,44,44,44,5/17/2018,44,0,A,70,60,63.1467,5211271,62.9171,1.6385,1.6385,0.0,0.416572479,0.658354187,38.75357193,3.1467000000000027,10.0,31.467000000000027,11.908333333333351
45,45,45,45,45,5/18/2018,45,0,A,70,60,63.8716,4163534,63.7647,0.7249,0.7249,0.0,0.438595873,0.611328888,41.77402889,3.871600000000001,10.0,38.71600000000001,15.51633333333335
46,46,46,46,46,5/21/2018,46,0,A,70,60,65.093,4527295,65.2091,1.2214,1.2214,0.0,0.494510453,0.567662539,46.5564891,5.0930000000000035,10.0,50.93000000000003,23.394333333333346
47,47,47,47,47,5/22/2018,47,0,A,70,60,64.388,3415571,64.7389,-0.705,0.0,0.705,0.459188278,0.577472358,44.29494691,4.388000000000005,10.0,43.88000000000005,29.882000000000016
48,48,48,48,48,5/23/2018,48,0,A,70,60,64.0801,3222446,64.1327,-0.3079,0.0,0.3079,0.426389116,0.558217189,43.3055439,4.080100000000002,10.0,40.801000000000016,31.603333333333364
49,49,49,49,49,5/24/2018,49,0,A,70,60,63.673,1525894,63.8275,-0.4071,0.0,0.4071,0.39593275,0.5474231039999999,41.97066762,3.673000000000002,10.0,36.73000000000002,28.22700000000002
50,50,50,50,50,5/25/2018,50,0,A,70,60,62.7097,1742002,62.7795,-0.9633,0.0,0.9633,0.367651839,0.5771285970000001,38.91399793,2.709699999999998,10.0,27.096999999999984,25.843666666666678
51,51,51,51,51,5/29/2018,51,0,A,70,60,61.4188,3559198,61.3405,-1.2909,0.0,1.2909,0.341390994,0.628112268,35.2129804,1.4187999999999974,10.0,14.187999999999972,21.275666666666666
52,52,52,52,52,5/30/2018,52,0,A,70,60,62.2529,1731482,62.1839,0.8341,0.8341,0.0,0.376584494,0.583247106,39.23443383,2.252899999999997,10.0,22.528999999999968,13.76166666666665
53,53,53,53,53,5/31/2018,53,0,A,70,60,61.4883,2510357,61.7082,-0.7646,0.0,0.7646,0.34968560200000004,0.596200885,36.96908739,1.4883000000000024,10.0,14.883000000000024,12.238999999999981
54,54,54,54,54,6/1/18,54,0,A,70,60,62.3423,2277946,62.3751,0.8540000000000001,0.8540000000000001,0.0,0.385708059,0.553615107,41.06233858,2.3423000000000016,10.0,23.423000000000016,12.470666666666665
55,55,55,55,55,6/4/18,55,0,A,70,60,62.9381,1958048,62.8157,0.5958,0.5958,0.0,0.400714626,0.514071171,43.80420284,2.9380999999999986,10.0,29.380999999999986,12.76866666666668
56,56,56,56,56,6/5/18,56,0,A,70,60,63.0772,1889520,63.0409,0.1391,0.1391,0.0,0.382027867,0.4773518020000001,44.4539103,3.0771999999999977,10.0,30.771999999999977,17.601333333333333
57,57,57,57,57,6/6/18,57,0,A,70,60,64.7355,3177630,64.0781,1.6583,1.6583,0.0,0.473190162,0.443255244,51.63320792,4.735500000000002,10.0,47.35500000000002,20.050999999999988
58,58,58,58,58,6/7/18,58,0,A,70,60,64.7752,2977186,64.9063,0.0397,0.0397,0.0,0.442226579,0.411594155,51.79384399,4.775199999999998,10.0,47.75199999999998,26.042333333333332
59,59,59,59,59,6/8/18,59,0,A,70,60,65.2717,3853848,65.2802,0.4965,0.4965,0.0,0.446103252,0.382194573,53.85783213,5.271699999999996,10.0,52.716999999999956,31.702333333333332
60,60,60,60,60,6/11/18,60,0,A,70,60,65.669,3316711,65.8314,0.3973,0.3973,0.0,0.442617306,0.354894961,55.49974895,5.668999999999997,10.0,56.689999999999976,33.48966666666664
61,61,61,61,61,6/12/18,61,0,A,70,60,65.8576,2006950,65.8474,0.1886,0.1886,0.0,0.424473212,0.32954532,56.29479832,5.857600000000005,10.0,58.57600000000005,36.46899999999997
62,62,62,62,62,6/13/2018,62,0,A,70,60,65.7981,4357708,65.7994,-0.0595,0.0,0.0595,0.394153697,0.310256369,55.9551483,5.798100000000005,10.0,57.98100000000005,38.422000000000004
63,63,63,63,63,6/14/2018,63,0,A,70,60,65.8477,3487894,65.7014,0.0496,0.0496,0.0,0.369542719,0.2880952,56.19242874,5.847700000000003,10.0,58.47700000000003,38.85233333333337
64,64,64,64,64,6/15/2018,64,0,A,70,60,65.669,4113230,65.4387,-0.1787,0.0,0.1787,0.34314681,0.280281257,55.04192517,5.668999999999997,10.0,56.689999999999976,38.81933333333336
65,65,65,65,65,6/18/2018,65,0,A,70,60,64.517,2563129,64.4415,-1.152,0.0,1.152,0.318636324,0.342546881,48.19183568,4.516999999999996,10.0,45.16999999999996,38.389
66,66,66,66,66,6/19/2018,66,0,A,70,60,63.0772,4621382,63.0728,-1.4398,0.0,1.4398,0.295876586,0.420922104,41.27750096,3.0771999999999977,10.0,30.771999999999977,33.95333333333331
67,67,67,67,67,6/20/2018,67,0,A,70,60,62.3522,4942091,62.5478,-0.725,0.0,0.725,0.274742545,0.442641954,38.29780893,2.3522000000000034,10.0,23.522000000000034,25.31399999999998
68,68,68,68,68,6/21/2018,68,0,A,70,60,62.6005,4319387,62.3922,0.2483,0.2483,0.0,0.272853791,0.411024671,39.89799448,2.6004999999999967,10.0,26.004999999999967,18.098000000000003
69,69,69,69,69,6/22/2018,69,0,A,70,60,62.3522,3621863,62.4544,-0.2483,0.0,0.2483,0.253364235,0.399401481,38.8139617,2.3522000000000034,10.0,23.522000000000034,16.509
