,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,date,index,day_index,ticker,high,low,close,volume,vwap,change,gain,loss,avg_gain,avg_loss,rsi,numerator,denominator,K,D
70,70,70,70,70,6/25/2018,70,0,A,70,60,60.7733,2426792,60.9139,-1.5789,0.0,1.5789,0.235266789,0.483651375,32.72511408,0.773299999999999,10.0,7.73299999999999,16.509
71,71,71,71,71,6/26/2018,71,0,A,70,60,61.5479,3655622,61.4054,0.7746,0.7746,0.0,0.27379059,0.449104848,37.87416211,1.5478999999999985,10.0,15.478999999999985,10.418333333333342
72,72,72,72,72,6/27/2018,72,0,A,70,60,60.7137,2025823,61.3144,-0.8342,0.0,0.8342,0.254234119,0.476611645,34.78628898,0.7137000000000029,10.0,7.13700000000003,7.737333333333325
73,73,73,73,73,6/28/2018,73,0,A,70,60,60.8627,1564067,60.7298,0.149,0.149,0.0,0.246717397,0.442567956,35.79321623,0.8626999999999967,10.0,8.626999999999967,7.538666666666671
74,74,74,74,74,6/29/2018,74,0,A,70,60,61.4089,1942768,61.5986,0.5462,0.5462,0.0,0.268109011,0.410955959,39.48208537,1.4089000000000027,10.0,14.089000000000027,5.254666666666665
75,75,75,75,75,7/2/18,75,0,A,70,60,61.1888,1526468,60.9633,-0.2201,0.0,0.2201,0.248958368,0.39732339,38.52164547,1.1888000000000005,10.0,11.888000000000005,7.571999999999998
76,76,76,76,76,7/3/18,76,0,A,70,60,60.9699,864379,61.2359,-0.2189,0.0,0.2189,0.231175627,0.384578863,37.54347405,0.9699000000000026,10.0,9.699000000000026,8.659000000000011
77,77,77,77,77,7/5/18,77,0,A,70,60,61.5173,2247532,61.2795,0.5474,0.5474,0.0,0.253763082,0.357108944,41.54112014,1.5172999999999988,10.0,15.172999999999986,7.1956666666666775
78,78,78,78,78,7/6/18,78,0,A,70,60,62.0051,2269660,61.9144,0.4878,0.4878,0.0,0.270480005,0.331601162,44.9241763,2.0050999999999988,10.0,20.050999999999988,8.290666666666672
79,79,79,79,79,7/9/18,79,0,A,70,60,62.8313,1508550,62.8087,0.8262,0.8262,0.0,0.31017429,0.307915365,50.18273445,2.831299999999999,10.0,28.312999999999988,11.741333333333325
80,80,80,80,80,7/10/18,80,0,A,70,60,63.3788,1924366,63.2383,0.5475,0.5475,0.0,0.327126127,0.28592141,53.36064612,3.3787999999999982,10.0,33.78799999999998,16.121333333333325
81,81,81,81,81,7/11/18,81,0,A,70,60,62.5725,1780485,62.7206,-0.8063,0.0,0.8063,0.303759975,0.323091309,48.45806054,2.572499999999998,10.0,25.72499999999998,20.700333333333322
82,82,82,82,82,7/12/18,82,0,A,70,60,63.1598,1748125,63.2083,0.5873,0.5873,0.0,0.324012834,0.300013359,51.92295414,3.159799999999997,10.0,31.59799999999997,19.837666666666653
83,83,83,83,83,7/13/2018,83,0,A,70,60,63.0901,963652,63.1164,-0.0697,0.0,0.0697,0.30086906,0.283562405,51.48064028,3.0900999999999996,10.0,30.900999999999996,19.10766666666665
84,84,84,84,84,7/16/2018,84,0,A,70,60,62.4331,929264,62.525,-0.657,0.0,0.657,0.279378413,0.310236519,47.38319841,2.433100000000003,10.0,24.33100000000003,20.832999999999988
85,85,85,85,85,7/17/2018,85,0,A,70,60,62.7517,1469834,62.5571,0.3186,0.3186,0.0,0.282179955,0.288076767,49.48296861,2.7516999999999996,10.0,27.516999999999996,18.410666666666675
86,86,86,86,86,7/18/2018,86,0,A,70,60,62.7019,1202284,62.7118,-0.0498,0.0,0.0498,0.262024244,0.271056998,49.15277881,2.701900000000002,10.0,27.01900000000002,17.282666666666675
87,87,87,87,87,7/19/2018,87,0,A,70,60,63.8566,1726698,63.8519,1.1547,1.1547,0.0,0.325786798,0.251695784,56.41499987,3.8566000000000003,10.0,38.566,18.178666666666672
88,88,88,88,88,7/20/2018,88,0,A,70,60,63.558,1620195,63.6844,-0.2986,0.0,0.2986,0.302516312,0.255046085,54.25694301,3.558,10.0,35.58,21.861666666666675
89,89,89,89,89,7/23/2018,89,0,A,70,60,63.4286,1417517,63.4514,-0.1294,0.0,0.1294,0.280908004,0.246071365,53.3053134,3.428600000000003,10.0,34.28600000000003,24.715333333333334
90,90,90,90,90,7/24/2018,90,0,A,70,60,64.4937,2454398,64.4799,1.0651,1.0651,0.0,0.336921718,0.228494839,59.58822996,4.493700000000004,10.0,44.93700000000004,23.288666666666675
91,91,91,91,91,7/25/2018,91,0,A,70,60,65.6583,2924515,65.1812,1.1646,1.1646,0.0,0.396041595,0.212173779,65.11535423,5.658299999999997,10.0,56.58299999999997,26.40766666666669
92,92,92,92,92,7/26/2018,92,0,A,70,60,66.4447,2583476,66.1648,0.7864,0.7864,0.0,0.423924339,0.197018509,68.27107202,6.444699999999997,10.0,64.44699999999997,33.84
93,93,93,93,93,7/27/2018,93,0,A,70,60,65.4493,2638902,65.558,-0.9954,0.0,0.9954,0.393644029,0.254045758,60.77663051,5.449299999999994,10.0,54.49299999999994,40.34333333333331
94,94,94,94,94,7/30/2018,94,0,A,70,60,64.3344,1601219,64.689,-1.1149,0.0,1.1149,0.365526598,0.315535347,53.67009576,4.334400000000002,10.0,43.34400000000002,39.64666666666664
95,95,95,95,95,7/31/2018,95,0,A,70,60,65.7379,2539265,65.7887,1.4035,1.4035,0.0,0.439667555,0.292997108,60.00938457,5.737899999999996,10.0,57.378999999999955,32.61233333333332
96,96,96,96,96,8/1/18,96,0,A,70,60,64.6828,2679180,64.7958,-1.0551,0.0,1.0551,0.40826273,0.347433029,54.02474809,4.6828,10.0,46.828,33.57433333333333
97,97,97,97,97,8/2/18,97,0,A,70,60,64.9914,2263190,64.7878,0.3086,0.3086,0.0,0.401143964,0.322616384,55.42497112,4.991399999999999,10.0,49.91399999999999,34.73566666666665
98,98,98,98,98,8/3/18,98,0,A,70,60,65.4294,1857308,65.1648,0.438,0.438,0.0,0.403776538,0.29957235600000004,57.40771629,5.429400000000001,10.0,54.29400000000001,32.24733333333333
99,99,99,99,99,8/6/18,99,0,A,70,60,66.2058,2873080,66.0461,0.7764,0.7764,0.0,0.430392499,0.278174331,60.74127109,6.205799999999996,10.0,62.05799999999997,34.736
100,100,100,100,100,8/7/18,100,0,A,70,60,67.3505,2829039,67.2473,1.1447,1.1447,0.0,0.481414464,0.25830473600000003,65.08070412,7.350499999999997,10.0,73.50499999999997,38.78399999999999
101,101,101,101,101,8/8/18,101,0,A,70,60,67.0718,1682000,67.2355,-0.2787,0.0,0.2787,0.447027716,0.25976154,63.2476671,7.071799999999996,10.0,70.71799999999996,45.187666666666644
102,102,102,102,102,8/9/18,102,0,A,70,60,66.385,1727776,66.7078,-0.6868,0.0,0.6868,0.415097165,0.290264288,58.84885876,6.385000000000005,10.0,63.85000000000005,48.07433333333331
103,103,103,103,103,8/10/18,103,0,A,70,60,65.9569,2166251,65.9777,-0.4281,0.0,0.4281,0.385447367,0.30010969600000004,56.22396562,5.9569000000000045,10.0,59.56900000000005,44.856
104,104,104,104,104,8/13/2018,104,0,A,70,60,65.6384,2989306,65.8554,-0.3185,0.0,0.3185,0.357915413,0.301423289,54.28399878,5.638400000000004,10.0,56.38400000000004,41.1396666666667
105,105,105,105,105,8/14/2018,105,0,A,70,60,66.4447,3110109,66.5445,0.8063,0.8063,0.0,0.389942883,0.279893054,58.21468536,6.444699999999997,10.0,64.44699999999997,38.65100000000003
106,106,106,106,106,8/15/2018,106,0,A,70,60,64.4339,6071456,64.6831,-2.0108,0.0,2.0108,0.36208982,0.403529264,47.29372967,4.433899999999994,10.0,44.33899999999994,40.27700000000001
107,107,107,107,107,8/16/2018,107,0,A,70,60,65.2004,3149532,65.04,0.7665,0.7665,0.0,0.390976262,0.374705745,51.06248521,5.200400000000002,10.0,52.00400000000002,36.26199999999997
108,108,108,108,108,8/17/2018,108,0,A,70,60,64.3643,2449200,64.3452,-0.8361,0.0,0.8361,0.363049386,0.407662478,47.10572172,4.3643,10.0,43.643,32.11433333333332
109,109,109,109,109,8/20/2018,109,0,A,70,60,64.1751,1619930,64.3499,-0.1892,0.0,0.1892,0.33711728700000004,0.392058015,46.23268038,4.1751000000000005,10.0,41.751000000000005,31.88233333333334
110,110,110,110,110,8/21/2018,110,0,A,70,60,64.633,2982791,64.7444,0.4579,0.4579,0.0,0.345744623,0.364053871,48.7102503,4.632999999999996,10.0,46.329999999999956,28.46466666666667
111,111,111,111,111,8/22/2018,111,0,A,70,60,65.3497,2565558,65.1385,0.7167,0.7167,0.0,0.372241436,0.338050023,52.40685793,5.349699999999999,10.0,53.496999999999986,29.36033333333332
112,112,112,112,112,8/23/2018,112,0,A,70,60,65.3895,2287703,65.4285,0.0398,0.0398,0.0,0.348495619,0.313903593,52.61111618,5.389499999999998,10.0,53.89499999999998,33.275666666666645
113,113,113,113,113,8/24/2018,113,0,A,70,60,65.6782,1904191,65.6334,0.2887,0.2887,0.0,0.344224503,0.291481908,54.14834542,5.678200000000004,10.0,56.782000000000046,35.79733333333332
114,114,114,114,114,8/27/2018,114,0,A,70,60,65.7778,1158772,65.7469,0.0996,0.0996,0.0,0.326751325,0.270661772,54.69436923,5.777799999999999,10.0,57.778,36.89233333333334
115,115,115,115,115,8/28/2018,115,0,A,70,60,66.385,2284317,66.4132,0.6072,0.6072,0.0,0.34678337299999995,0.251328788,57.97965593,6.385000000000005,10.0,63.85000000000005,38.18666666666668
116,116,116,116,116,8/29/2018,116,0,A,70,60,66.7035,1852130,66.7274,0.3185,0.3185,0.0,0.344763132,0.233376732,59.63317074,6.703500000000005,10.0,67.03500000000005,40.54266666666668
117,117,117,117,117,8/30/2018,117,0,A,70,60,66.9524,2246705,67.0363,0.2489,0.2489,0.0,0.337915765,0.216706965,60.92713963,6.952399999999997,10.0,69.52399999999997,43.628333333333366
118,118,118,118,118,8/31/2018,118,0,A,70,60,67.2311,1582405,67.0965,0.2787,0.2787,0.0,0.333686068,0.201227896,62.38125948,7.231099999999998,10.0,72.31099999999998,45.51966666666667
119,119,119,119,119,9/4/18,119,0,A,70,60,66.9623,1727990,66.8848,-0.2688,0.0,0.2688,0.309851349,0.206054475,60.05967262,6.962299999999999,10.0,69.62299999999999,47.278333333333315
120,120,120,120,120,9/5/18,120,0,A,70,60,66.6537,1859604,66.6699,-0.3086,0.0,0.3086,0.28771911,0.213379155,57.41770222,6.653700000000001,10.0,66.537,47.31133333333332
121,121,121,121,121,9/6/18,121,0,A,70,60,67.0519,1031539,66.9717,0.3982,0.3982,0.0,0.295610602,0.198137787,59.87069698,7.051900000000003,10.0,70.51900000000003,45.38666666666666
122,122,122,122,122,9/7/18,122,0,A,70,60,67.0917,1585499,67.1442,0.0398,0.0398,0.0,0.27733841600000003,0.183985088,60.11798955,7.091700000000003,10.0,70.91700000000003,45.68533333333335
123,123,123,123,123,9/10/18,123,0,A,70,60,67.6193,2065707,67.7797,0.5276,0.5276,0.0,0.295214243,0.170843296,63.34287473,7.6192999999999955,10.0,76.19299999999996,47.145333333333355
124,124,124,124,124,9/11/18,124,0,A,70,60,67.3107,1676778,67.4026,-0.3086,0.0,0.3086,0.274127512,0.180683061,60.27289786,7.310699999999997,10.0,73.10699999999997,49.03666666666666
125,125,125,125,125,9/12/18,125,0,A,70,60,67.5994,1125411,67.4337,0.2887,0.2887,0.0,0.275168404,0.167777128,62.12240201,7.599400000000003,10.0,75.99400000000003,49.766666666666644
126,126,126,126,126,9/13/2018,126,0,A,70,60,69.0129,2495037,68.8133,1.4135,1.4135,0.0,0.356477803,0.155793047,69.58775871,9.012900000000002,10.0,90.12900000000002,49.70033333333333
127,127,127,127,127,9/14/2018,127,0,A,70,60,68.5351,1461065,68.5755,-0.4778,0.0,0.4778,0.33101510300000003,0.178793544,64.92928379,8.5351,10.0,85.351,55.37433333333335
128,128,128,128,128,9/17/2018,128,0,A,70,60,68.764,1816610,68.842,0.2289,0.2289,0.0,0.323721167,0.166022576,66.10011286,8.763999999999996,10.0,87.63999999999996,58.49333333333334
129,129,129,129,129,9/18/2018,129,0,A,70,60,68.6147,1780417,68.5613,-0.1493,0.0,0.1493,0.300598227,0.164828107,64.58556493,8.6147,10.0,86.14699999999999,57.66366666666665
130,130,130,130,130,9/19/2018,130,0,A,70,60,69.2418,1183395,69.1577,0.6271,0.6271,0.0,0.323919782,0.15305467,67.91134836,9.241799999999998,10.0,92.41799999999998,57.92899999999998
131,131,131,131,131,9/20/2018,131,0,A,70,60,70.8047,2865626,70.5476,1.5629,1.5629,0.0,0.412418369,0.142122194,74.37118157,10.804699999999997,10.0,108.04699999999995,59.521666666666654
132,132,132,132,132,9/21/2018,132,0,A,70,60,70.3965,3119673,70.523,-0.4082,0.0,0.4082,0.382959914,0.161127752,70.38570037,10.396500000000003,10.0,103.96500000000005,66.82166666666664
133,133,133,133,133,9/24/2018,133,0,A,70,60,69.6301,2333572,69.6427,-0.7664,0.0,0.7664,0.355605634,0.204361484,63.50473501,9.630099999999999,10.0,96.30099999999999,70.67066666666666
134,134,134,134,134,9/25/2018,134,0,A,70,60,70.0581,2090165,70.089,0.428,0.428,0.0,0.360776661,0.189764235,65.53130996,10.058099999999996,10.0,100.58099999999996,66.75533333333334
135,135,135,135,135,9/26/2018,135,0,A,70,60,70.0083,1830443,70.1371,-0.0498,0.0,0.0498,0.335006899,0.17976678899999998,65.07848139,10.008300000000006,10.0,100.08300000000006,65.62733333333331
136,136,136,136,136,9/27/2018,136,0,A,70,60,70.4762,1581665,70.2673,0.4679,0.4679,0.0,0.34449926299999994,0.166926304,67.36058677,10.476200000000006,10.0,104.76200000000007,66.888
137,137,137,137,137,9/28/2018,137,0,A,70,60,70.2174,2248094,70.3501,-0.2588,0.0,0.2588,0.319892173,0.17348871100000002,64.83675863,10.217399999999998,10.0,102.17399999999999,68.28166666666671
138,138,138,138,138,10/1/18,138,0,A,70,60,71.0842,2837493,71.0115,0.8668,0.8668,0.0,0.358957018,0.16109666,69.02307067,11.084199999999996,10.0,110.84199999999996,68.97866666666668
139,139,139,139,139,10/2/18,139,0,A,70,60,71.5032,2617455,71.2316,0.419,0.419,0.0,0.363245802,0.149589756,70.83085335,11.503200000000007,10.0,115.03200000000007,71.00533333333333
140,140,140,140,140,10/3/18,140,0,A,70,60,71.9421,3203130,71.919,0.4389,0.4389,0.0,0.368649674,0.138904774,72.63253739,11.942099999999996,10.0,119.42099999999995,75.29133333333334
141,141,141,141,141,10/4/18,141,0,A,70,60,70.4857,2961931,70.717,-1.4564,0.0,1.4564,0.342317554,0.233011575,59.49943024,10.485699999999994,10.0,104.85699999999993,78.15100000000001
